id,month,country,hbt,treatment_location,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,date,year
4678,9,S92000003,S08000029,F708H,Minor Injury Unit or Other,128,NA,z,128,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4679,9,S92000003,S08000029,F709H,Minor Injury Unit or Other,573,NA,z,573,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4680,9,S92000003,S08000029,F805H,Emergency Department,4261,4261,NA,3846,3846,NA,903,NA,9,NA,3183,NA,95,NA,71,NA,79,NA,15,NA,2011-09-01,2011
4681,9,S92000003,S08000019,V201H,Minor Injury Unit or Other,1208,1208,NA,1206,1206,NA,0,NA,0,NA,907,NA,9,NA,292,NA,0,NA,0,NA,2011-09-01,2011
4682,9,S92000003,S08000019,V217H,Emergency Department,5010,5010,NA,4512,4512,NA,38,NA,10,NA,2922,NA,25,NA,2015,NA,26,NA,0,NA,2011-09-01,2011
4683,9,S92000003,S08000020,N101H,Emergency Department,5331,5331,NA,5102,5102,NA,1411,NA,12,NA,3790,NA,73,NA,45,NA,16,NA,1,NA,2011-09-01,2011
4684,9,S92000003,S08000020,N121H,Emergency Department,1561,1561,NA,1541,1541,NA,385,NA,0,NA,1173,NA,2,NA,1,NA,0,NA,0,NA,2011-09-01,2011
4685,9,S92000003,S08000020,N151H,Minor Injury Unit or Other,105,NA,z,105,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4686,9,S92000003,S08000020,N331H,Minor Injury Unit or Other,25,NA,z,25,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4687,9,S92000003,S08000020,N332H,Minor Injury Unit or Other,64,NA,z,64,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4688,9,S92000003,S08000020,N333H,Minor Injury Unit or Other,1124,NA,z,1122,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4689,9,S92000003,S08000020,N334H,Minor Injury Unit or Other,969,NA,z,966,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4690,9,S92000003,S08000020,N335H,Minor Injury Unit or Other,336,NA,z,335,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4691,9,S92000003,S08000020,N336H,Minor Injury Unit or Other,200,NA,z,200,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4692,9,S92000003,S08000020,N337H,Minor Injury Unit or Other,350,NA,z,350,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4693,9,S92000003,S08000020,N411H,Emergency Department,2075,2075,NA,1985,1985,NA,463,NA,7,NA,1560,NA,24,NA,21,NA,11,NA,3,NA,2011-09-01,2011
4694,9,S92000003,S08000020,N431H,Minor Injury Unit or Other,99,NA,z,99,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4695,9,S92000003,S08000020,N432H,Minor Injury Unit or Other,54,NA,z,54,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4696,9,S92000003,S08000020,N433H,Minor Injury Unit or Other,74,NA,z,74,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4697,9,S92000003,S08000020,N434H,Minor Injury Unit or Other,35,NA,z,35,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4698,9,S92000003,S08000020,N451H,Minor Injury Unit or Other,25,NA,z,25,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4699,9,S92000003,S08000020,N494H,Minor Injury Unit or Other,110,110,NA,110,110,NA,0,NA,0,NA,90,NA,20,NA,0,NA,0,NA,0,NA,2011-09-01,2011
4700,9,S92000003,S08000031,C206H,Minor Injury Unit or Other,1217,1217,NA,1187,1187,NA,0,NA,0,NA,0,NA,0,NA,1217,NA,0,NA,0,NA,2011-09-01,2011
4701,9,S92000003,S08000031,C313H,Emergency Department,2603,2603,NA,2505,2505,NA,259,NA,5,NA,727,NA,23,NA,1589,NA,2,NA,0,NA,2011-09-01,2011
4702,9,S92000003,S08000031,C418H,Emergency Department,6458,6458,NA,6110,6110,NA,0,NA,0,NA,0,NA,0,NA,6458,NA,5,NA,0,NA,2011-09-01,2011
4703,9,S92000003,S08000031,G107H,Emergency Department,7313,7313,NA,7142,7142,NA,1991,NA,12,NA,4788,NA,161,NA,361,NA,2,NA,0,NA,2011-09-01,2011
4704,9,S92000003,S08000031,G207H,Minor Injury Unit or Other,1393,1393,NA,1392,1392,NA,11,NA,0,NA,1257,NA,22,NA,103,NA,0,NA,0,NA,2011-09-01,2011
4705,9,S92000003,S08000031,G306H,Minor Injury Unit or Other,1623,1623,NA,1623,1623,NA,2,NA,0,NA,1597,NA,1,NA,23,NA,0,NA,0,NA,2011-09-01,2011
4706,9,S92000003,S08000031,G306H,Emergency Department,5180,5180,NA,4944,4944,NA,1584,NA,7,NA,3405,NA,107,NA,77,NA,6,NA,0,NA,2011-09-01,2011
4707,9,S92000003,S08000031,G405H,Emergency Department,4227,4227,NA,4067,4067,NA,1063,NA,7,NA,3008,NA,71,NA,78,NA,0,NA,0,NA,2011-09-01,2011
4708,9,S92000003,S08000031,G513H,Emergency Department,3581,3581,NA,3449,3449,NA,536,NA,0,NA,3035,NA,5,NA,5,NA,0,NA,0,NA,2011-09-01,2011
4709,9,S92000003,S08000031,G516H,Emergency Department,5315,5315,NA,4959,4959,NA,1642,NA,9,NA,3103,NA,128,NA,433,NA,25,NA,0,NA,2011-09-01,2011
4710,9,S92000003,S08000022,C106H,Minor Injury Unit or Other,708,NA,z,706,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4711,9,S92000003,S08000022,C108H,Minor Injury Unit or Other,109,NA,z,108,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4712,9,S92000003,S08000022,C113H,Minor Injury Unit or Other,518,NA,z,505,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4713,9,S92000003,S08000022,C117J,Minor Injury Unit or Other,64,NA,z,64,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4714,9,S92000003,S08000022,C121H,Emergency Department,610,NA,z,606,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4715,9,S92000003,S08000022,C122H,Minor Injury Unit or Other,474,NA,z,467,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4716,9,S92000003,S08000022,H101H,Minor Injury Unit or Other,225,NA,z,225,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4717,9,S92000003,S08000022,H103H,Emergency Department,498,498,NA,495,495,NA,148,NA,0,NA,347,NA,3,NA,0,NA,0,NA,0,NA,2011-09-01,2011
4718,9,S92000003,S08000022,H106H,Minor Injury Unit or Other,25,NA,z,25,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4719,9,S92000003,S08000022,H202H,Emergency Department,2776,2776,NA,2715,2715,NA,540,NA,5,NA,2229,NA,2,NA,0,NA,1,NA,0,NA,2011-09-01,2011
4720,9,S92000003,S08000022,H208H,Minor Injury Unit or Other,386,NA,z,386,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4721,9,S92000003,S08000022,H210H,Minor Injury Unit or Other,117,NA,z,117,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4722,9,S92000003,S08000022,H212H,Emergency Department,725,725,NA,704,704,NA,130,NA,0,NA,595,NA,0,NA,0,NA,1,NA,0,NA,2011-09-01,2011
4723,9,S92000003,S08000022,H214H,Minor Injury Unit or Other,443,NA,z,443,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4724,9,S92000003,S08000022,H215H,Minor Injury Unit or Other,247,NA,z,247,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4725,9,S92000003,S08000022,H217H,Minor Injury Unit or Other,169,NA,z,169,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4726,9,S92000003,S08000022,H219H,Minor Injury Unit or Other,133,NA,z,133,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4727,9,S92000003,S08000022,H224H,Minor Injury Unit or Other,415,NA,z,413,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4728,9,S92000003,S08000022,H227B,Minor Injury Unit or Other,188,NA,z,187,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4729,9,S92000003,S08000032,L106H,Emergency Department,5742,5742,NA,5250,5250,NA,1638,NA,5,NA,3682,NA,201,NA,216,NA,26,NA,1,NA,2011-09-01,2011
4730,9,S92000003,S08000032,L206H,Minor Injury Unit or Other,70,NA,z,70,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4731,9,S92000003,S08000032,L207H,Minor Injury Unit or Other,86,NA,z,86,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4732,9,S92000003,S08000032,L302H,Emergency Department,4752,4752,NA,4596,4596,NA,1220,NA,9,NA,3306,NA,145,NA,72,NA,10,NA,1,NA,2011-09-01,2011
4733,9,S92000003,S08000032,L308H,Emergency Department,5626,5626,NA,5246,5246,NA,1162,NA,6,NA,4003,NA,295,NA,160,NA,20,NA,9,NA,2011-09-01,2011
4734,9,S92000003,S08000024,S102H,Minor Injury Unit or Other,23,NA,z,23,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4735,9,S92000003,S08000024,S108H,Minor Injury Unit or Other,125,NA,z,125,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4736,9,S92000003,S08000024,S116H,Minor Injury Unit or Other,3211,3211,NA,3140,3140,NA,1063,NA,1,NA,2134,NA,13,NA,0,NA,2,NA,0,NA,2011-09-01,2011
4737,9,S92000003,S08000024,S308H,Emergency Department,4470,4470,NA,4271,4271,NA,1092,NA,5,NA,3242,NA,131,NA,0,NA,30,NA,8,NA,2011-09-01,2011
4738,9,S92000003,S08000024,S314H,Emergency Department,9561,9561,NA,9253,9253,NA,2703,NA,12,NA,6477,NA,369,NA,0,NA,17,NA,0,NA,2011-09-01,2011
4739,9,S92000003,S08000024,S319H,Emergency Department,3239,3239,NA,3213,3213,NA,451,NA,1,NA,2786,NA,1,NA,0,NA,0,NA,0,NA,2011-09-01,2011
4740,9,S92000003,S08000025,R103H,Minor Injury Unit or Other,142,142,NA,141,141,NA,2,NA,0,NA,139,NA,1,NA,0,NA,0,NA,0,NA,2011-09-01,2011
4741,9,S92000003,S08000026,Z102H,Emergency Department,637,637,NA,635,635,NA,136,NA,0,NA,469,NA,3,NA,29,NA,0,NA,0,NA,2011-09-01,2011
4742,9,S92000003,S08000030,T101H,Emergency Department,4241,4241,NA,4153,4153,NA,831,NA,7,NA,3285,NA,116,NA,2,NA,0,NA,0,NA,2011-09-01,2011
4743,9,S92000003,S08000030,T202H,Emergency Department,2151,2151,NA,2108,2108,NA,319,NA,0,NA,1537,NA,231,NA,64,NA,0,NA,0,NA,2011-09-01,2011
4744,9,S92000003,S08000030,T205H,Minor Injury Unit or Other,52,52,NA,52,52,NA,0,NA,0,NA,41,NA,8,NA,3,NA,0,NA,0,NA,2011-09-01,2011
4745,9,S92000003,S08000030,T207H,Minor Injury Unit or Other,6,6,NA,6,6,NA,0,NA,0,NA,2,NA,0,NA,4,NA,0,NA,0,NA,2011-09-01,2011
4746,9,S92000003,S08000030,T209H,Minor Injury Unit or Other,257,257,NA,257,257,NA,0,NA,0,NA,234,NA,20,NA,3,NA,0,NA,0,NA,2011-09-01,2011
4747,9,S92000003,S08000030,T304H,Minor Injury Unit or Other,1185,1185,NA,1184,1184,NA,0,NA,0,NA,924,NA,203,NA,58,NA,0,NA,0,NA,2011-09-01,2011
4748,9,S92000003,S08000030,T305H,Minor Injury Unit or Other,270,270,NA,270,270,NA,0,NA,0,NA,235,NA,23,NA,12,NA,0,NA,0,NA,2011-09-01,2011
4749,9,S92000003,S08000030,T316H,Minor Injury Unit or Other,202,202,NA,200,200,NA,0,NA,0,NA,165,NA,17,NA,20,NA,0,NA,0,NA,2011-09-01,2011
4750,9,S92000003,S08000030,T319H,Minor Injury Unit or Other,603,603,NA,603,603,NA,0,NA,0,NA,549,NA,42,NA,12,NA,0,NA,0,NA,2011-09-01,2011
4751,9,S92000003,S08000030,T320H,Minor Injury Unit or Other,191,191,NA,191,191,NA,0,NA,0,NA,176,NA,14,NA,1,NA,0,NA,0,NA,2011-09-01,2011
4752,9,S92000003,S08000030,T357C,Minor Injury Unit or Other,624,624,NA,624,624,NA,0,NA,0,NA,524,NA,71,NA,29,NA,0,NA,0,NA,2011-09-01,2011
4753,9,S92000003,S08000028,W106H,Minor Injury Unit or Other,43,NA,z,40,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4754,9,S92000003,S08000028,W107H,Emergency Department,592,592,NA,574,574,NA,154,NA,0,NA,402,NA,30,NA,6,NA,0,NA,0,NA,2011-09-01,2011
4755,9,S92000003,S08000028,W108H,Minor Injury Unit or Other,78,NA,z,78,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-09-01,2011
4756,10,S92000003,S08000015,A101H,Minor Injury Unit or Other,189,NA,z,185,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4757,10,S92000003,S08000015,A110H,Minor Injury Unit or Other,51,NA,z,51,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4758,10,S92000003,S08000015,A111H,Emergency Department,5580,5580,NA,5429,5429,NA,2243,NA,4,NA,2948,NA,154,NA,231,NA,3,NA,0,NA,2011-10-01,2011
4759,10,S92000003,S08000015,A210H,Emergency Department,3701,3701,NA,3385,3385,NA,1297,NA,3,NA,41,NA,18,NA,2342,NA,8,NA,2,NA,2011-10-01,2011
4760,10,S92000003,S08000015,A216H,Minor Injury Unit or Other,86,NA,z,86,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4761,10,S92000003,S08000016,B103H,Minor Injury Unit or Other,17,NA,z,17,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4762,10,S92000003,S08000016,B105H,Minor Injury Unit or Other,123,NA,z,123,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4763,10,S92000003,S08000016,B114H,Minor Injury Unit or Other,18,NA,z,18,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4764,10,S92000003,S08000016,B118H,Minor Injury Unit or Other,66,NA,z,66,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4765,10,S92000003,S08000016,B120H,Emergency Department,2055,2055,NA,2016,2016,NA,664,NA,7,NA,790,NA,524,NA,70,NA,2,NA,0,NA,2011-10-01,2011
4766,10,S92000003,S08000017,Y101H,Minor Injury Unit or Other,49,NA,z,49,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4767,10,S92000003,S08000017,Y106H,Minor Injury Unit or Other,54,NA,z,54,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4768,10,S92000003,S08000017,Y109H,Minor Injury Unit or Other,2,NA,z,2,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4769,10,S92000003,S08000017,Y110H,Minor Injury Unit or Other,38,NA,z,38,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4770,10,S92000003,S08000017,Y144H,Emergency Department,911,911,NA,900,900,NA,114,NA,1,NA,775,NA,21,NA,0,NA,1,NA,0,NA,2011-10-01,2011
4771,10,S92000003,S08000017,Y146H,Emergency Department,2734,2734,NA,2628,2628,NA,888,NA,1,NA,1794,NA,51,NA,0,NA,0,NA,0,NA,2011-10-01,2011
4772,10,S92000003,S08000029,F704H,Emergency Department,2572,2572,NA,2486,2486,NA,255,NA,5,NA,1970,NA,176,NA,166,NA,5,NA,0,NA,2011-10-01,2011
4773,10,S92000003,S08000029,F708H,Minor Injury Unit or Other,84,NA,z,84,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4774,10,S92000003,S08000029,F709H,Minor Injury Unit or Other,445,NA,z,445,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4775,10,S92000003,S08000029,F805H,Emergency Department,4319,4319,NA,3818,3818,NA,950,NA,12,NA,3194,NA,110,NA,53,NA,100,NA,33,NA,2011-10-01,2011
4776,10,S92000003,S08000019,V201H,Minor Injury Unit or Other,1015,1015,NA,1015,1015,NA,0,NA,0,NA,748,NA,17,NA,250,NA,0,NA,0,NA,2011-10-01,2011
4777,10,S92000003,S08000019,V217H,Emergency Department,4977,4977,NA,4683,4683,NA,24,NA,6,NA,2988,NA,32,NA,1927,NA,9,NA,0,NA,2011-10-01,2011
4778,10,S92000003,S08000020,N101H,Emergency Department,5465,5465,NA,5244,5244,NA,1430,NA,16,NA,3885,NA,71,NA,63,NA,21,NA,4,NA,2011-10-01,2011
4779,10,S92000003,S08000020,N121H,Emergency Department,1323,1323,NA,1310,1310,NA,374,NA,1,NA,944,NA,0,NA,4,NA,0,NA,0,NA,2011-10-01,2011
4780,10,S92000003,S08000020,N151H,Minor Injury Unit or Other,79,NA,z,79,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4781,10,S92000003,S08000020,N331H,Minor Injury Unit or Other,28,NA,z,28,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4782,10,S92000003,S08000020,N332H,Minor Injury Unit or Other,39,NA,z,39,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4783,10,S92000003,S08000020,N333H,Minor Injury Unit or Other,1025,NA,z,1024,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4784,10,S92000003,S08000020,N334H,Minor Injury Unit or Other,927,NA,z,927,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4785,10,S92000003,S08000020,N335H,Minor Injury Unit or Other,273,NA,z,273,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4786,10,S92000003,S08000020,N336H,Minor Injury Unit or Other,175,NA,z,175,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4787,10,S92000003,S08000020,N337H,Minor Injury Unit or Other,265,NA,z,265,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4788,10,S92000003,S08000020,N411H,Emergency Department,1955,1955,NA,1879,1879,NA,452,NA,2,NA,1467,NA,10,NA,24,NA,1,NA,0,NA,2011-10-01,2011
4789,10,S92000003,S08000020,N431H,Minor Injury Unit or Other,77,NA,z,77,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4790,10,S92000003,S08000020,N432H,Minor Injury Unit or Other,52,NA,z,52,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4791,10,S92000003,S08000020,N433H,Minor Injury Unit or Other,61,NA,z,61,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4792,10,S92000003,S08000020,N434H,Minor Injury Unit or Other,31,NA,z,31,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4793,10,S92000003,S08000020,N451H,Minor Injury Unit or Other,33,NA,z,33,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4794,10,S92000003,S08000020,N494H,Minor Injury Unit or Other,92,92,NA,92,92,NA,0,NA,1,NA,63,NA,28,NA,0,NA,0,NA,0,NA,2011-10-01,2011
4795,10,S92000003,S08000031,C206H,Minor Injury Unit or Other,1176,1176,NA,1150,1150,NA,181,NA,0,NA,2,NA,14,NA,979,NA,0,NA,0,NA,2011-10-01,2011
4796,10,S92000003,S08000031,C313H,Emergency Department,2634,2634,NA,2525,2525,NA,731,NA,13,NA,1710,NA,50,NA,130,NA,1,NA,0,NA,2011-10-01,2011
4797,10,S92000003,S08000031,C418H,Emergency Department,6294,6294,NA,5765,5765,NA,804,NA,0,NA,18,NA,83,NA,5389,NA,14,NA,0,NA,2011-10-01,2011
4798,10,S92000003,S08000031,G107H,Emergency Department,7421,7421,NA,7271,7271,NA,2030,NA,11,NA,4882,NA,141,NA,357,NA,4,NA,0,NA,2011-10-01,2011
4799,10,S92000003,S08000031,G207H,Minor Injury Unit or Other,1213,1213,NA,1212,1212,NA,13,NA,0,NA,1098,NA,17,NA,85,NA,0,NA,0,NA,2011-10-01,2011
4800,10,S92000003,S08000031,G306H,Minor Injury Unit or Other,1631,1631,NA,1631,1631,NA,0,NA,0,NA,1593,NA,8,NA,30,NA,0,NA,0,NA,2011-10-01,2011
4801,10,S92000003,S08000031,G306H,Emergency Department,5002,5002,NA,4594,4594,NA,1560,NA,9,NA,3201,NA,115,NA,117,NA,46,NA,0,NA,2011-10-01,2011
4802,10,S92000003,S08000031,G405H,Emergency Department,4214,4214,NA,3977,3977,NA,1144,NA,10,NA,2929,NA,62,NA,69,NA,2,NA,0,NA,2011-10-01,2011
4803,10,S92000003,S08000031,G513H,Emergency Department,3413,3413,NA,3329,3329,NA,486,NA,0,NA,2918,NA,3,NA,6,NA,2,NA,1,NA,2011-10-01,2011
4804,10,S92000003,S08000031,G516H,Emergency Department,5091,5091,NA,4599,4599,NA,1631,NA,7,NA,3017,NA,76,NA,360,NA,56,NA,0,NA,2011-10-01,2011
4805,10,S92000003,S08000022,C106H,Minor Injury Unit or Other,562,NA,z,557,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4806,10,S92000003,S08000022,C108H,Minor Injury Unit or Other,83,NA,z,82,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4807,10,S92000003,S08000022,C113H,Minor Injury Unit or Other,311,NA,z,294,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4808,10,S92000003,S08000022,C117J,Minor Injury Unit or Other,64,NA,z,62,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4809,10,S92000003,S08000022,C121H,Emergency Department,487,NA,z,480,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4810,10,S92000003,S08000022,C122H,Minor Injury Unit or Other,407,NA,z,400,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4811,10,S92000003,S08000022,H101H,Minor Injury Unit or Other,208,NA,z,208,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4812,10,S92000003,S08000022,H103H,Emergency Department,499,499,NA,492,492,NA,159,NA,0,NA,339,NA,1,NA,0,NA,1,NA,0,NA,2011-10-01,2011
4813,10,S92000003,S08000022,H106H,Minor Injury Unit or Other,44,NA,z,44,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4814,10,S92000003,S08000022,H202H,Emergency Department,2537,2537,NA,2489,2489,NA,554,NA,2,NA,1981,NA,0,NA,0,NA,1,NA,0,NA,2011-10-01,2011
4815,10,S92000003,S08000022,H208H,Minor Injury Unit or Other,318,NA,z,318,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4816,10,S92000003,S08000022,H210H,Minor Injury Unit or Other,102,NA,z,102,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4817,10,S92000003,S08000022,H212H,Emergency Department,703,703,NA,670,670,NA,154,NA,0,NA,547,NA,2,NA,0,NA,2,NA,0,NA,2011-10-01,2011
4818,10,S92000003,S08000022,H214H,Minor Injury Unit or Other,328,NA,z,328,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4819,10,S92000003,S08000022,H215H,Minor Injury Unit or Other,227,NA,z,227,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4820,10,S92000003,S08000022,H217H,Minor Injury Unit or Other,132,NA,z,132,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4821,10,S92000003,S08000022,H219H,Minor Injury Unit or Other,139,NA,z,139,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4822,10,S92000003,S08000022,H224H,Minor Injury Unit or Other,294,NA,z,293,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4823,10,S92000003,S08000022,H227B,Minor Injury Unit or Other,171,NA,z,171,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4824,10,S92000003,S08000032,L106H,Emergency Department,5668,5668,NA,5334,5334,NA,1742,NA,11,NA,3500,NA,235,NA,180,NA,15,NA,2,NA,2011-10-01,2011
4825,10,S92000003,S08000032,L206H,Minor Injury Unit or Other,47,NA,z,47,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4826,10,S92000003,S08000032,L207H,Minor Injury Unit or Other,86,NA,z,86,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2011-10-01,2011
4827,10,S92000003,S08000032,L302H,Emergency Department,4829,4829,NA,4581,4581,NA,1293,NA,11,NA,3291,NA,159,NA,75,NA,21,NA,3,NA,2011-10-01,2011
