quarter,quarter_qf,hb,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beds,all_staffed_beds_qf,total_occupied_beds,total_occupied_beds_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf,q,date
Q1,NA,Borders,NA,S08000016,d,A8,NA,Endocrinology & Diabetes,NA,55,NA,55,NA,0.6043956043956044,NA,0.6043956043956044,NA,100,NA,Q1,2020-01-01
Q2,NA,Borders,NA,S08000016,d,A8,NA,Endocrinology & Diabetes,NA,2,NA,2,NA,0.02197802197802198,NA,0.02197802197802198,NA,100,NA,Q2,2020-04-01
Q3,NA,Borders,NA,S08000016,d,A8,NA,Endocrinology & Diabetes,NA,28,NA,28,NA,0.30434782608695654,NA,0.30434782608695654,NA,100,NA,Q3,2020-07-01
Q4,NA,Borders,NA,S08000016,d,A8,NA,Endocrinology & Diabetes,NA,11,NA,11,NA,0.11956521739130437,NA,0.11956521739130437,NA,100,NA,Q4,2020-10-01
Q1,NA,Borders,NA,S08000016,d,A8,NA,Endocrinology & Diabetes,NA,14,NA,14,NA,0.15555555555555556,NA,0.15555555555555556,NA,100,NA,Q1,2021-01-01
Q2,p,Borders,NA,S08000016,d,A8,NA,Endocrinology & Diabetes,NA,3,NA,3,NA,0.03296703296703297,NA,0.03296703296703297,NA,100,NA,Q2,2021-04-01
Q2,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,36,NA,36,NA,0.3956043956043956,NA,0.3956043956043956,NA,100,NA,Q2,2016-04-01
Q3,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,23,NA,23,NA,0.25,NA,0.25,NA,100,NA,Q3,2016-07-01
Q4,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,1,NA,1,NA,0.0108695652173913,NA,0.0108695652173913,NA,100,NA,Q4,2016-10-01
Q1,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,6,NA,6,NA,0.06666666666666667,NA,0.06666666666666667,NA,100,NA,Q1,2017-01-01
Q2,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,4,NA,4,NA,0.04395604395604396,NA,0.04395604395604396,NA,100,NA,Q2,2017-04-01
Q3,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,4,NA,4,NA,0.04347826086956521,NA,0.04347826086956521,NA,100,NA,Q3,2017-07-01
Q4,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,20,NA,20,NA,0.21739130434782608,NA,0.21739130434782608,NA,100,NA,Q4,2017-10-01
Q1,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,43,NA,43,NA,0.4777777777777778,NA,0.4777777777777778,NA,100,NA,Q1,2018-01-01
Q2,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,14,NA,14,NA,0.15384615384615383,NA,0.15384615384615383,NA,100,NA,Q2,2018-04-01
Q3,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,18,NA,18,NA,0.1956521739130435,NA,0.1956521739130435,NA,100,NA,Q3,2018-07-01
Q4,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,7,NA,7,NA,0.07608695652173914,NA,0.07608695652173914,NA,100,NA,Q4,2018-10-01
Q1,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,5,NA,5,NA,0.05555555555555555,NA,0.05555555555555555,NA,100,NA,Q1,2019-01-01
Q2,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,15,NA,15,NA,0.16483516483516483,NA,0.16483516483516483,NA,100,NA,Q2,2019-04-01
Q3,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,37,NA,37,NA,0.4021739130434782,NA,0.4021739130434782,NA,100,NA,Q3,2019-07-01
Q4,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,17,NA,17,NA,0.18478260869565216,NA,0.18478260869565216,NA,100,NA,Q4,2019-10-01
Q1,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,6,NA,6,NA,0.06593406593406594,NA,0.06593406593406594,NA,100,NA,Q1,2020-01-01
Q2,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,9,NA,9,NA,0.0989010989010989,NA,0.0989010989010989,NA,100,NA,Q2,2020-04-01
Q3,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,50,NA,50,NA,0.5434782608695652,NA,0.5434782608695652,NA,100,NA,Q3,2020-07-01
Q4,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,80,NA,80,NA,0.8695652173913043,NA,0.8695652173913043,NA,100,NA,Q4,2020-10-01
Q1,NA,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,13,NA,13,NA,0.14444444444444443,NA,0.14444444444444443,NA,100,NA,Q1,2021-01-01
Q2,p,Borders,NA,S08000016,d,A9,NA,Gastroenterology,NA,29,NA,29,NA,0.31868131868131866,NA,0.31868131868131866,NA,100,NA,Q2,2021-04-01
Q2,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,10749,NA,9875,NA,118.12087912087912,NA,108.51648351648352,NA,91.86901107079728,NA,Q2,2016-04-01
Q3,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,9910,NA,8533,NA,107.71739130434784,NA,92.75,NA,86.10494450050454,NA,Q3,2016-07-01
Q4,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,9672,NA,8931,NA,105.1304347826087,NA,97.07608695652172,NA,92.33870967741936,NA,Q4,2016-10-01
Q1,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,8642,NA,8368,NA,96.02222222222224,NA,92.97777777777776,NA,96.8294376301782,NA,Q1,2017-01-01
Q2,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,7779,NA,7090,NA,85.48351648351648,NA,77.91208791208791,NA,91.14282041393496,NA,Q2,2017-04-01
Q3,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,7927,NA,7020,NA,86.16304347826087,NA,76.30434782608695,NA,88.55809259492872,NA,Q3,2017-07-01
Q4,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,8437,NA,8056,NA,91.70652173913044,NA,87.56521739130434,NA,95.48417684010904,NA,Q4,2017-10-01
Q1,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,9597,NA,9371,NA,106.63333333333334,NA,104.12222222222222,NA,97.64509742627904,NA,Q1,2018-01-01
Q2,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,8586,NA,8161,NA,94.35164835164836,NA,89.68131868131869,NA,95.05008152806896,NA,Q2,2018-04-01
Q3,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,8197,NA,7386,NA,89.09782608695652,NA,80.28260869565217,NA,90.1061363913627,NA,Q3,2018-07-01
Q4,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,7644,NA,7107,NA,83.08695652173913,NA,77.25,NA,92.97488226059654,NA,Q4,2018-10-01
Q1,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,8715,NA,7844,NA,96.83333333333331,NA,87.15555555555555,NA,90.0057372346529,NA,Q1,2019-01-01
Q2,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,7687,NA,6278,NA,84.47252747252747,NA,68.98901098901099,NA,81.67035254325485,NA,Q2,2019-04-01
Q3,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,7713,NA,6705,NA,83.83695652173913,NA,72.8804347826087,NA,86.9311551925321,NA,Q3,2019-07-01
Q4,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,7621,NA,7120,NA,82.83695652173913,NA,77.3913043478261,NA,93.42605957223464,NA,Q4,2019-10-01
Q1,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,8090,NA,6586,NA,88.9010989010989,NA,72.37362637362638,NA,81.40914709517924,NA,Q1,2020-01-01
Q2,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,10280,NA,6363,NA,112.96703296703296,NA,69.92307692307692,NA,61.89688715953308,NA,Q2,2020-04-01
Q3,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,8127,NA,6774,NA,88.33695652173913,NA,73.6304347826087,NA,83.35179032853452,NA,Q3,2020-07-01
Q4,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,8085,NA,7220,NA,87.8804347826087,NA,78.47826086956522,NA,89.30117501546071,NA,Q4,2020-10-01
Q1,NA,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,9893,NA,8633,NA,109.92222222222222,NA,95.92222222222222,NA,87.26372182351157,NA,Q1,2021-01-01
Q2,p,Borders,NA,S08000016,d,A1,NA,General Medicine,NA,7627,NA,7341,NA,83.81318681318682,NA,80.67032967032966,NA,96.2501638914383,NA,Q2,2021-04-01
Q2,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2498,NA,2121,NA,27.45054945054945,NA,23.307692307692307,NA,84.90792634107287,NA,Q2,2016-04-01
Q3,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,3005,NA,2415,NA,32.66304347826087,NA,26.25,NA,80.36605657237938,NA,Q3,2016-07-01
Q4,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,3161,NA,2234,NA,34.358695652173914,NA,24.282608695652176,NA,70.67383739323,NA,Q4,2016-10-01
Q1,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2726,NA,2288,NA,30.288888888888888,NA,25.42222222222222,NA,83.93250183418928,NA,Q1,2017-01-01
Q2,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2765,NA,2302,NA,30.384615384615383,NA,25.296703296703296,NA,83.25497287522604,NA,Q2,2017-04-01
Q3,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2766,NA,2192,NA,30.065217391304348,NA,23.82608695652174,NA,79.24801156905278,NA,Q3,2017-07-01
Q4,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2788,NA,2150,NA,30.304347826086957,NA,23.369565217391305,NA,77.11621233859397,NA,Q4,2017-10-01
Q1,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2657,NA,2018,NA,29.522222222222226,NA,22.42222222222222,NA,75.95031990967256,NA,Q1,2018-01-01
Q2,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2791,NA,1516,NA,30.67032967032967,NA,16.65934065934066,NA,54.317448943031174,NA,Q2,2018-04-01
Q3,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2852,NA,1871,NA,31,NA,20.33695652173913,NA,65.60308555399719,NA,Q3,2018-07-01
Q4,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2834,NA,2188,NA,30.804347826086957,NA,23.782608695652176,NA,77.20536344389556,NA,Q4,2018-10-01
Q1,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2772,NA,2073,NA,30.8,NA,23.033333333333335,NA,74.78354978354979,NA,Q1,2019-01-01
Q2,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2771,NA,1901,NA,30.45054945054945,NA,20.89010989010989,NA,68.60339227715626,NA,Q2,2019-04-01
Q3,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2681,NA,1888,NA,29.14130434782609,NA,20.52173913043478,NA,70.42148452070123,NA,Q3,2019-07-01
Q4,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2803,NA,1889,NA,30.467391304347824,NA,20.532608695652176,NA,67.39207991437746,NA,Q4,2019-10-01
Q1,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2538,NA,1765,NA,27.89010989010989,NA,19.39560439560439,NA,69.54294720252166,NA,Q1,2020-01-01
Q2,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2599,NA,1572,NA,28.56043956043956,NA,17.274725274725274,NA,60.484801846864165,NA,Q2,2020-04-01
Q3,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2649,NA,2022,NA,28.793478260869566,NA,21.97826086956522,NA,76.33069082672706,NA,Q3,2020-07-01
Q4,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2677,NA,1740,NA,29.097826086956523,NA,18.91304347826087,NA,64.99813223757937,NA,Q4,2020-10-01
Q1,NA,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2694,NA,1751,NA,29.933333333333337,NA,19.455555555555556,NA,64.99628804751299,NA,Q1,2021-01-01
Q2,p,Borders,NA,S08000016,d,G1,NA,General Psychiatry (Mental Illness),NA,2649,NA,1755,NA,29.10989010989011,NA,19.285714285714285,NA,66.25141562853906,NA,Q2,2021-04-01
Q2,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2270,NA,2001,NA,24.945054945054945,NA,21.98901098901099,NA,88.14977973568283,NA,Q2,2016-04-01
Q3,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2442,NA,2144,NA,26.543478260869566,NA,23.304347826086957,NA,87.79688779688779,NA,Q3,2016-07-01
Q4,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2191,NA,1958,NA,23.815217391304348,NA,21.282608695652176,NA,89.36558649018713,NA,Q4,2016-10-01
Q1,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2086,NA,2071,NA,23.177777777777777,NA,23.011111111111113,NA,99.28092042186005,NA,Q1,2017-01-01
Q2,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2394,NA,2351,NA,26.307692307692307,NA,25.835164835164836,NA,98.20384294068504,NA,Q2,2017-04-01
Q3,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2048,NA,1988,NA,22.26086956521739,NA,21.60869565217391,NA,97.0703125,NA,Q3,2017-07-01
Q4,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,1807,NA,1807,NA,19.64130434782609,NA,19.64130434782609,NA,100,NA,Q4,2017-10-01
Q1,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,1850,NA,1841,NA,20.555555555555557,NA,20.455555555555556,NA,99.5135135135135,NA,Q1,2018-01-01
Q2,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2061,NA,2014,NA,22.64835164835165,NA,22.13186813186813,NA,97.71955361475013,NA,Q2,2018-04-01
Q3,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2252,NA,2252,NA,24.47826086956522,NA,24.47826086956522,NA,100,NA,Q3,2018-07-01
Q4,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2078,NA,1940,NA,22.58695652173913,NA,21.08695652173913,NA,93.3589990375361,NA,Q4,2018-10-01
Q1,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,1971,NA,1949,NA,21.9,NA,21.655555555555555,NA,98.88381532217149,NA,Q1,2019-01-01
Q2,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2011,NA,1922,NA,22.0989010989011,NA,21.12087912087912,NA,95.574341123819,NA,Q2,2019-04-01
Q3,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,1919,NA,1836,NA,20.85869565217391,NA,19.956521739130434,NA,95.67483064095882,NA,Q3,2019-07-01
Q4,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,1754,NA,1674,NA,19.065217391304348,NA,18.195652173913043,NA,95.43899657924744,NA,Q4,2019-10-01
Q1,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,1748,NA,1671,NA,19.208791208791208,NA,18.36263736263736,NA,95.5949656750572,NA,Q1,2020-01-01
Q2,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,1763,NA,1387,NA,19.373626373626372,NA,15.24175824175824,NA,78.67271695972774,NA,Q2,2020-04-01
Q3,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,1973,NA,1564,NA,21.445652173913043,NA,17,NA,79.27014698428789,NA,Q3,2020-07-01
Q4,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2364,NA,1821,NA,25.695652173913043,NA,19.793478260869566,NA,77.03045685279189,NA,Q4,2020-10-01
Q1,NA,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2119,NA,1642,NA,23.544444444444444,NA,18.244444444444444,NA,77.48938178386031,NA,Q1,2021-01-01
Q2,p,Borders,NA,S08000016,d,C1,NA,General Surgery,NA,2305,NA,1927,NA,25.32967032967033,NA,21.175824175824175,NA,83.60086767895879,NA,Q2,2021-04-01
Q2,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8007,NA,7651,NA,87.98901098901099,NA,84.07692307692308,NA,95.5538903459473,NA,Q2,2016-04-01
Q3,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8004,NA,6904,NA,87,NA,75.04347826086956,NA,86.25687156421789,NA,Q3,2016-07-01
Q4,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8010,NA,7693,NA,87.06521739130434,NA,83.6195652173913,NA,96.04244694132336,NA,Q4,2016-10-01
Q1,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8263,NA,7874,NA,91.81111111111112,NA,87.4888888888889,NA,95.29226673121144,NA,Q1,2017-01-01
Q2,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8494,NA,7896,NA,93.34065934065934,NA,86.76923076923077,NA,92.95973628443608,NA,Q2,2017-04-01
Q3,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8402,NA,7890,NA,91.32608695652172,NA,85.76086956521739,NA,93.90621280647466,NA,Q3,2017-07-01
Q4,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8502,NA,6806,NA,92.41304347826087,NA,73.97826086956522,NA,80.05175252881675,NA,Q4,2017-10-01
Q1,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8521,NA,6939,NA,94.67777777777778,NA,77.1,NA,81.43410397840628,NA,Q1,2018-01-01
Q2,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8398,NA,7024,NA,92.28571428571428,NA,77.18681318681318,NA,83.63896165753751,NA,Q2,2018-04-01
Q3,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8517,NA,7985,NA,92.57608695652172,NA,86.79347826086956,NA,93.7536691323236,NA,Q3,2018-07-01
Q4,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8464,NA,7532,NA,92,NA,81.8695652173913,NA,88.98865784499054,NA,Q4,2018-10-01
Q1,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8358,NA,6000,NA,92.86666666666666,NA,66.66666666666667,NA,71.78750897343863,NA,Q1,2019-01-01
Q2,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8372,NA,7401,NA,92,NA,81.32967032967034,NA,88.40181557572862,NA,Q2,2019-04-01
Q3,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8464,NA,7800,NA,92,NA,84.78260869565217,NA,92.15500945179583,NA,Q3,2019-07-01
Q4,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8464,NA,7760,NA,92,NA,84.34782608695652,NA,91.68241965973534,NA,Q4,2019-10-01
Q1,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8400,NA,7967,NA,92.3076923076923,NA,87.54945054945055,NA,94.8452380952381,NA,Q1,2020-01-01
Q2,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8372,NA,6094,NA,92,NA,66.96703296703296,NA,72.79025322503583,NA,Q2,2020-04-01
Q3,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8464,NA,7117,NA,92,NA,77.3586956521739,NA,84.08553875236294,NA,Q3,2020-07-01
Q4,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8464,NA,7580,NA,92,NA,82.3913043478261,NA,89.55576559546314,NA,Q4,2020-10-01
Q1,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8280,NA,7203,NA,92,NA,80.03333333333333,NA,86.9927536231884,NA,Q1,2021-01-01
Q2,p,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - long stay unit,NA,8392,NA,7319,NA,92.21978021978022,NA,80.42857142857143,NA,87.21401334604386,NA,Q2,2021-04-01
Q2,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,2656,NA,2642,NA,29.186813186813183,NA,29.032967032967033,NA,99.47289156626506,NA,Q2,2016-04-01
Q3,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,2982,NA,2975,NA,32.41304347826087,NA,32.33695652173913,NA,99.76525821596246,NA,Q3,2016-07-01
Q4,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,3405,NA,3399,NA,37.01086956521739,NA,36.94565217391305,NA,99.82378854625551,NA,Q4,2016-10-01
Q1,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,4687,NA,4668,NA,52.077777777777776,NA,51.86666666666667,NA,99.59462342649884,NA,Q1,2017-01-01
Q2,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,5144,NA,5130,NA,56.527472527472526,NA,56.37362637362637,NA,99.72783825816484,NA,Q2,2017-04-01
Q3,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,5033,NA,4975,NA,54.70652173913044,NA,54.07608695652174,NA,98.84760580170872,NA,Q3,2017-07-01
Q4,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,5072,NA,5021,NA,55.130434782608695,NA,54.57608695652174,NA,98.99447949526814,NA,Q4,2017-10-01
Q1,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,5115,NA,5074,NA,56.833333333333336,NA,56.37777777777778,NA,99.19843597262953,NA,Q1,2018-01-01
Q2,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,5035,NA,4981,NA,55.32967032967033,NA,54.73626373626374,NA,98.92750744786495,NA,Q2,2018-04-01
Q3,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,5194,NA,5124,NA,56.45652173913044,NA,55.69565217391305,NA,98.6522911051213,NA,Q3,2018-07-01
Q4,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,5040,NA,4970,NA,54.78260869565217,NA,54.02173913043478,NA,98.61111111111111,NA,Q4,2018-10-01
Q1,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,5039,NA,4892,NA,55.98888888888889,NA,54.355555555555554,NA,97.08275451478468,NA,Q1,2019-01-01
Q2,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,5245,NA,4983,NA,57.637362637362635,NA,54.75824175824176,NA,95.0047664442326,NA,Q2,2019-04-01
Q3,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,4576,NA,4156,NA,49.73913043478261,NA,45.17391304347826,NA,90.8216783216783,NA,Q3,2019-07-01
Q4,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,4354,NA,4189,NA,47.32608695652174,NA,45.53260869565217,NA,96.21038125861276,NA,Q4,2019-10-01
Q1,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,5574,NA,4805,NA,61.252747252747255,NA,52.8021978021978,NA,86.20380337280228,NA,Q1,2020-01-01
Q2,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,811,NA,811,NA,8.912087912087912,NA,8.912087912087912,NA,100,NA,Q2,2020-04-01
Q3,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,2503,NA,2405,NA,27.206521739130434,NA,26.14130434782609,NA,96.08469836196564,NA,Q3,2020-07-01
Q4,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,3557,NA,3455,NA,38.66304347826087,NA,37.55434782608695,NA,97.13241495642396,NA,Q4,2020-10-01
Q1,NA,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,4201,NA,4103,NA,46.67777777777778,NA,45.58888888888889,NA,97.66722208997858,NA,Q1,2021-01-01
Q2,p,Borders,NA,S08000016,d,NA,z,Geriatric Medicine - units other than long stay,NA,5007,NA,4635,NA,55.02197802197802,NA,50.934065934065934,NA,92.57040143798682,NA,Q2,2021-04-01
Q2,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,288,NA,213,NA,3.1648351648351647,NA,2.340659340659341,NA,73.95833333333334,NA,Q2,2016-04-01
Q3,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,641,NA,218,NA,6.967391304347826,NA,2.369565217391304,NA,34.009360374414975,NA,Q3,2016-07-01
Q4,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,504,NA,173,NA,5.478260869565218,NA,1.8804347826086956,NA,34.32539682539682,NA,Q4,2016-10-01
Q1,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,216,NA,129,NA,2.4,NA,1.4333333333333331,NA,59.72222222222222,NA,Q1,2017-01-01
Q2,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,251,NA,191,NA,2.758241758241758,NA,2.098901098901099,NA,76.09561752988047,NA,Q2,2017-04-01
Q3,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,377,NA,149,NA,4.0978260869565215,NA,1.6195652173913044,NA,39.52254641909815,NA,Q3,2017-07-01
Q4,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,250,NA,177,NA,2.717391304347826,NA,1.923913043478261,NA,70.80000000000001,NA,Q4,2017-10-01
Q1,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,142,NA,142,NA,1.5777777777777775,NA,1.5777777777777775,NA,100,NA,Q1,2018-01-01
Q2,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,164,NA,143,NA,1.8021978021978025,NA,1.5714285714285714,NA,87.1951219512195,NA,Q2,2018-04-01
Q3,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,263,NA,143,NA,2.858695652173913,NA,1.5543478260869563,NA,54.37262357414448,NA,Q3,2018-07-01
Q4,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,198,NA,151,NA,2.152173913043478,NA,1.641304347826087,NA,76.26262626262627,NA,Q4,2018-10-01
Q1,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,162,NA,159,NA,1.8,NA,1.7666666666666666,NA,98.14814814814814,NA,Q1,2019-01-01
Q2,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,166,NA,165,NA,1.824175824175824,NA,1.8131868131868132,NA,99.3975903614458,NA,Q2,2019-04-01
Q3,NA,Borders,NA,S08000016,d,F2,NA,Gynaecology,NA,108,NA,108,NA,1.173913043478261,NA,1.173913043478261,NA,100,NA,Q3,2019-07-01
