date,quarter,hb,admission_type,specialty,specialty_name,episodes,length_of_episode,average_length_of_episode,spells,length_of_spell,average_length_of_spell
2020-07-01,Q3,Lanarkshire,Transfers,AR,Rheumatology,26,309,11.8846153846154,0,0,NA
2020-10-01,Q4,Lanarkshire,Transfers,AR,Rheumatology,5,36,7.2,0,0,NA
2021-01-01,Q1,Lanarkshire,Transfers,AR,Rheumatology,0,18,NA,0,0,NA
2021-04-01,Q2,Lanarkshire,Transfers,AR,Rheumatology,5,26,5.2,0,0,NA
2016-04-01,Q2,Lanarkshire,Transfers,C1,General Surgery,1020,5352,5.24705882352941,0,0,NA
2016-07-01,Q3,Lanarkshire,Transfers,C1,General Surgery,1027,5957,5.80038948393379,0,0,NA
2016-10-01,Q4,Lanarkshire,Transfers,C1,General Surgery,1031,5668,5.49757516973812,0,0,NA
2017-01-01,Q1,Lanarkshire,Transfers,C1,General Surgery,1005,5581,5.55323383084577,0,0,NA
2017-04-01,Q2,Lanarkshire,Transfers,C1,General Surgery,992,5653,5.69858870967742,0,0,NA
2017-07-01,Q3,Lanarkshire,Transfers,C1,General Surgery,897,5366,5.98216276477146,0,0,NA
2017-10-01,Q4,Lanarkshire,Transfers,C1,General Surgery,857,4238,4.94515752625438,0,0,NA
2018-01-01,Q1,Lanarkshire,Transfers,C1,General Surgery,874,4597,5.25972540045767,0,0,NA
2018-04-01,Q2,Lanarkshire,Transfers,C1,General Surgery,856,4678,5.46495327102804,0,0,NA
2018-07-01,Q3,Lanarkshire,Transfers,C1,General Surgery,842,4024,4.7790973871734,0,0,NA
2018-10-01,Q4,Lanarkshire,Transfers,C1,General Surgery,992,4713,4.75100806451613,0,0,NA
2019-01-01,Q1,Lanarkshire,Transfers,C1,General Surgery,1133,4718,4.16416593115622,0,0,NA
2019-04-01,Q2,Lanarkshire,Transfers,C1,General Surgery,1225,5497,4.48734693877551,0,0,NA
2019-07-01,Q3,Lanarkshire,Transfers,C1,General Surgery,1279,5966,4.66458170445661,0,0,NA
2019-10-01,Q4,Lanarkshire,Transfers,C1,General Surgery,1352,5326,3.93934911242604,0,0,NA
2020-01-01,Q1,Lanarkshire,Transfers,C1,General Surgery,1181,5927,5.0186282811177,0,0,NA
2020-04-01,Q2,Lanarkshire,Transfers,C1,General Surgery,660,2766,4.19090909090909,0,0,NA
2020-07-01,Q3,Lanarkshire,Transfers,C1,General Surgery,1098,4738,4.31511839708561,0,0,NA
2020-10-01,Q4,Lanarkshire,Transfers,C1,General Surgery,800,4295,5.36875,0,0,NA
2021-01-01,Q1,Lanarkshire,Transfers,C1,General Surgery,777,3443,4.43114543114543,0,0,NA
2021-04-01,Q2,Lanarkshire,Transfers,C1,General Surgery,929,4446,4.78579117330463,0,0,NA
2016-04-01,Q2,Lanarkshire,Transfers,C3,Anaesthetics,51,273,5.35294117647059,0,0,NA
2016-07-01,Q3,Lanarkshire,Transfers,C3,Anaesthetics,35,220,6.28571428571429,0,0,NA
2016-10-01,Q4,Lanarkshire,Transfers,C3,Anaesthetics,37,256,6.91891891891892,0,0,NA
2017-01-01,Q1,Lanarkshire,Transfers,C3,Anaesthetics,35,101,2.88571428571429,0,0,NA
2017-04-01,Q2,Lanarkshire,Transfers,C3,Anaesthetics,30,152,5.06666666666667,0,0,NA
2017-07-01,Q3,Lanarkshire,Transfers,C3,Anaesthetics,42,210,5,0,0,NA
2017-10-01,Q4,Lanarkshire,Transfers,C3,Anaesthetics,53,166,3.13207547169811,0,0,NA
2018-01-01,Q1,Lanarkshire,Transfers,C3,Anaesthetics,67,221,3.29850746268657,0,0,NA
2018-04-01,Q2,Lanarkshire,Transfers,C3,Anaesthetics,31,87,2.80645161290323,0,0,NA
2018-07-01,Q3,Lanarkshire,Transfers,C3,Anaesthetics,50,137,2.74,0,0,NA
2018-10-01,Q4,Lanarkshire,Transfers,C3,Anaesthetics,54,180,3.33333333333333,0,0,NA
2019-01-01,Q1,Lanarkshire,Transfers,C3,Anaesthetics,71,184,2.59154929577465,0,0,NA
2019-04-01,Q2,Lanarkshire,Transfers,C3,Anaesthetics,87,197,2.26436781609195,0,0,NA
2019-07-01,Q3,Lanarkshire,Transfers,C3,Anaesthetics,91,240,2.63736263736264,0,0,NA
2019-10-01,Q4,Lanarkshire,Transfers,C3,Anaesthetics,63,433,6.87301587301587,0,0,NA
2020-01-01,Q1,Lanarkshire,Transfers,C3,Anaesthetics,42,174,4.14285714285714,0,0,NA
2020-04-01,Q2,Lanarkshire,Transfers,C3,Anaesthetics,74,353,4.77027027027027,0,0,NA
2020-07-01,Q3,Lanarkshire,Transfers,C3,Anaesthetics,57,158,2.7719298245614,0,0,NA
2020-10-01,Q4,Lanarkshire,Transfers,C3,Anaesthetics,79,453,5.73417721518987,0,0,NA
2021-01-01,Q1,Lanarkshire,Transfers,C3,Anaesthetics,69,442,6.40579710144928,0,0,NA
2021-04-01,Q2,Lanarkshire,Transfers,C3,Anaesthetics,50,235,4.7,0,0,NA
2018-04-01,Q2,Lanarkshire,Transfers,C4,Cardiothoracic Surgery,0,5,NA,0,0,NA
2016-04-01,Q2,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",66,541,8.1969696969697,0,0,NA
2016-07-01,Q3,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",36,267,7.41666666666667,0,0,NA
2016-10-01,Q4,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",54,266,4.92592592592593,0,0,NA
2017-01-01,Q1,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",40,246,6.15,0,0,NA
2017-04-01,Q2,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",41,237,5.78048780487805,0,0,NA
2017-07-01,Q3,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",63,345,5.47619047619048,0,0,NA
2017-10-01,Q4,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",36,460,12.7777777777778,0,0,NA
2018-01-01,Q1,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",52,257,4.94230769230769,0,0,NA
2018-04-01,Q2,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",29,269,9.27586206896552,0,0,NA
2018-07-01,Q3,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",27,304,11.2592592592593,0,0,NA
2018-10-01,Q4,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",38,372,9.78947368421053,0,0,NA
2019-01-01,Q1,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",83,431,5.19277108433735,0,0,NA
2019-04-01,Q2,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",77,446,5.79220779220779,0,0,NA
2019-07-01,Q3,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",81,505,6.23456790123457,0,0,NA
2019-10-01,Q4,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",79,376,4.75949367088608,0,0,NA
2020-01-01,Q1,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",81,424,5.23456790123457,0,0,NA
2020-04-01,Q2,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",17,216,12.7058823529412,0,0,NA
2020-07-01,Q3,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",14,42,3,0,0,NA
2020-10-01,Q4,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",32,215,6.71875,0,0,NA
2021-01-01,Q1,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",31,165,5.32258064516129,0,0,NA
2021-04-01,Q2,Lanarkshire,Transfers,C5,"Ear, Nose & Throat (ENT)",43,284,6.6046511627907,0,0,NA
2016-04-01,Q2,Lanarkshire,Transfers,C7,Ophthalmology,5,5,1,0,0,NA
2016-10-01,Q4,Lanarkshire,Transfers,C7,Ophthalmology,0,0,NA,0,0,NA
2017-01-01,Q1,Lanarkshire,Transfers,C7,Ophthalmology,0,9,NA,0,0,NA
2017-04-01,Q2,Lanarkshire,Transfers,C7,Ophthalmology,0,12,NA,0,0,NA
2017-07-01,Q3,Lanarkshire,Transfers,C7,Ophthalmology,0,0,NA,0,0,NA
2017-10-01,Q4,Lanarkshire,Transfers,C7,Ophthalmology,5,0,0,0,0,NA
2018-01-01,Q1,Lanarkshire,Transfers,C7,Ophthalmology,5,5,1,0,0,NA
2018-04-01,Q2,Lanarkshire,Transfers,C7,Ophthalmology,0,0,NA,0,0,NA
2018-07-01,Q3,Lanarkshire,Transfers,C7,Ophthalmology,0,0,NA,0,0,NA
2019-01-01,Q1,Lanarkshire,Transfers,C7,Ophthalmology,5,7,1.4,0,0,NA
2019-04-01,Q2,Lanarkshire,Transfers,C7,Ophthalmology,0,9,NA,0,0,NA
2019-07-01,Q3,Lanarkshire,Transfers,C7,Ophthalmology,0,5,NA,0,0,NA
2019-10-01,Q4,Lanarkshire,Transfers,C7,Ophthalmology,0,0,NA,0,0,NA
2020-01-01,Q1,Lanarkshire,Transfers,C7,Ophthalmology,0,5,NA,0,0,NA
2020-04-01,Q2,Lanarkshire,Transfers,C7,Ophthalmology,5,0,0,0,0,NA
2020-07-01,Q3,Lanarkshire,Transfers,C7,Ophthalmology,5,12,2.4,0,0,NA
2020-10-01,Q4,Lanarkshire,Transfers,C7,Ophthalmology,0,0,NA,0,0,NA
2021-04-01,Q2,Lanarkshire,Transfers,C7,Ophthalmology,5,7,1.4,0,0,NA
2016-04-01,Q2,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,335,2103,6.27761194029851,0,0,NA
2016-07-01,Q3,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,290,2329,8.03103448275862,0,0,NA
2016-10-01,Q4,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,317,1853,5.84542586750789,0,0,NA
2017-01-01,Q1,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,408,2242,5.49509803921569,0,0,NA
2017-04-01,Q2,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,401,2331,5.81296758104738,0,0,NA
2017-07-01,Q3,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,399,2380,5.96491228070175,0,0,NA
2017-10-01,Q4,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,375,1968,5.248,0,0,NA
2018-01-01,Q1,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,337,2068,6.13649851632047,0,0,NA
2018-04-01,Q2,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,351,2114,6.02279202279202,0,0,NA
2018-07-01,Q3,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,421,2743,6.51543942992874,0,0,NA
2018-10-01,Q4,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,410,2794,6.81463414634146,0,0,NA
2019-01-01,Q1,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,417,2506,6.00959232613909,0,0,NA
2019-04-01,Q2,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,369,2516,6.81842818428184,0,0,NA
2019-07-01,Q3,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,414,2770,6.69082125603865,0,0,NA
2019-10-01,Q4,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,409,3234,7.90709046454768,0,0,NA
2020-01-01,Q1,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,411,2762,6.72019464720195,0,0,NA
2020-04-01,Q2,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,468,2377,5.07905982905983,0,0,NA
2020-07-01,Q3,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,435,2815,6.47126436781609,0,0,NA
2020-10-01,Q4,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,347,2775,7.9971181556196,0,0,NA
2021-01-01,Q1,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,488,3111,6.375,0,0,NA
2021-04-01,Q2,Lanarkshire,Transfers,C8,Trauma and Orthopaedic Surgery,456,2815,6.17324561403509,0,0,NA
2019-01-01,Q1,Lanarkshire,Transfers,C9,Plastic Surgery,5,5,1,0,0,NA
2019-07-01,Q3,Lanarkshire,Transfers,C9,Plastic Surgery,0,5,NA,0,0,NA
2016-04-01,Q2,Lanarkshire,Transfers,CB,Urology,224,787,3.51339285714286,0,0,NA
2016-07-01,Q3,Lanarkshire,Transfers,CB,Urology,180,686,3.81111111111111,0,0,NA
2016-10-01,Q4,Lanarkshire,Transfers,CB,Urology,145,489,3.37241379310345,0,0,NA
2017-01-01,Q1,Lanarkshire,Transfers,CB,Urology,136,644,4.73529411764706,0,0,NA
2017-04-01,Q2,Lanarkshire,Transfers,CB,Urology,122,602,4.9344262295082,0,0,NA
2017-07-01,Q3,Lanarkshire,Transfers,CB,Urology,100,553,5.53,0,0,NA
2017-10-01,Q4,Lanarkshire,Transfers,CB,Urology,156,600,3.84615384615385,0,0,NA
2018-01-01,Q1,Lanarkshire,Transfers,CB,Urology,127,532,4.18897637795276,0,0,NA
2018-04-01,Q2,Lanarkshire,Transfers,CB,Urology,138,573,4.15217391304348,0,0,NA
2018-07-01,Q3,Lanarkshire,Transfers,CB,Urology,130,460,3.53846153846154,0,0,NA
2018-10-01,Q4,Lanarkshire,Transfers,CB,Urology,139,601,4.32374100719424,0,0,NA
2019-01-01,Q1,Lanarkshire,Transfers,CB,Urology,123,520,4.22764227642276,0,0,NA
2019-04-01,Q2,Lanarkshire,Transfers,CB,Urology,146,690,4.72602739726027,0,0,NA
2019-07-01,Q3,Lanarkshire,Transfers,CB,Urology,143,857,5.99300699300699,0,0,NA
2019-10-01,Q4,Lanarkshire,Transfers,CB,Urology,142,569,4.00704225352113,0,0,NA
2020-01-01,Q1,Lanarkshire,Transfers,CB,Urology,137,507,3.7007299270073,0,0,NA
2020-04-01,Q2,Lanarkshire,Transfers,CB,Urology,52,188,3.61538461538462,0,0,NA
2020-07-01,Q3,Lanarkshire,Transfers,CB,Urology,132,476,3.60606060606061,0,0,NA
2020-10-01,Q4,Lanarkshire,Transfers,CB,Urology,84,340,4.04761904761905,0,0,NA
2021-01-01,Q1,Lanarkshire,Transfers,CB,Urology,74,415,5.60810810810811,0,0,NA
2021-04-01,Q2,Lanarkshire,Transfers,CB,Urology,98,439,4.47959183673469,0,0,NA
2019-01-01,Q1,Lanarkshire,Transfers,CC,Intensive Care Medicine,0,0,NA,0,0,NA
2019-07-01,Q3,Lanarkshire,Transfers,CC,Intensive Care Medicine,0,5,NA,0,0,NA
2019-10-01,Q4,Lanarkshire,Transfers,CC,Intensive Care Medicine,5,11,2.2,0,0,NA
2020-01-01,Q1,Lanarkshire,Transfers,CC,Intensive Care Medicine,0,0,NA,0,0,NA
2020-04-01,Q2,Lanarkshire,Transfers,CC,Intensive Care Medicine,12,39,3.25,0,0,NA
2020-07-01,Q3,Lanarkshire,Transfers,CC,Intensive Care Medicine,5,8,1.6,0,0,NA
2020-10-01,Q4,Lanarkshire,Transfers,CC,Intensive Care Medicine,16,82,5.125,0,0,NA
2021-01-01,Q1,Lanarkshire,Transfers,CC,Intensive Care Medicine,16,128,8,0,0,NA
2021-04-01,Q2,Lanarkshire,Transfers,CC,Intensive Care Medicine,15,38,2.53333333333333,0,0,NA
2016-04-01,Q2,Lanarkshire,Transfers,H1,Clinical Radiology,0,0,NA,0,0,NA
2016-07-01,Q3,Lanarkshire,Transfers,H1,Clinical Radiology,0,0,NA,0,0,NA
2017-10-01,Q4,Lanarkshire,Transfers,H1,Clinical Radiology,5,0,0,0,0,NA
2018-01-01,Q1,Lanarkshire,Transfers,H1,Clinical Radiology,0,0,NA,0,0,NA
2018-04-01,Q2,Lanarkshire,Transfers,H1,Clinical Radiology,0,0,NA,0,0,NA
2018-10-01,Q4,Lanarkshire,Transfers,H1,Clinical Radiology,0,0,NA,0,0,NA
2019-01-01,Q1,Lanarkshire,Transfers,H1,Clinical Radiology,0,0,NA,0,0,NA
2019-04-01,Q2,Lanarkshire,Transfers,H1,Clinical Radiology,5,0,0,0,0,NA
2020-01-01,Q1,Lanarkshire,Transfers,H1,Clinical Radiology,0,5,NA,0,0,NA
2021-01-01,Q1,Lanarkshire,Transfers,H1,Clinical Radiology,0,0,NA,0,0,NA
2021-04-01,Q2,Lanarkshire,Transfers,H1,Clinical Radiology,0,0,NA,0,0,NA
2016-04-01,Q2,Lanarkshire,Transfers,J4,Haematology,126,1268,10.0634920634921,0,0,NA
2016-07-01,Q3,Lanarkshire,Transfers,J4,Haematology,113,965,8.53982300884956,0,0,NA
2016-10-01,Q4,Lanarkshire,Transfers,J4,Haematology,112,1081,9.65178571428571,0,0,NA
2017-01-01,Q1,Lanarkshire,Transfers,J4,Haematology,125,962,7.696,0,0,NA
2017-04-01,Q2,Lanarkshire,Transfers,J4,Haematology,105,842,8.01904761904762,0,0,NA
2017-07-01,Q3,Lanarkshire,Transfers,J4,Haematology,144,1203,8.35416666666667,0,0,NA
2017-10-01,Q4,Lanarkshire,Transfers,J4,Haematology,93,761,8.18279569892473,0,0,NA
2018-01-01,Q1,Lanarkshire,Transfers,J4,Haematology,105,867,8.25714285714286,0,0,NA
2018-04-01,Q2,Lanarkshire,Transfers,J4,Haematology,132,987,7.47727272727273,0,0,NA
2018-07-01,Q3,Lanarkshire,Transfers,J4,Haematology,105,1010,9.61904761904762,0,0,NA
2018-10-01,Q4,Lanarkshire,Transfers,J4,Haematology,102,901,8.83333333333333,0,0,NA
2019-01-01,Q1,Lanarkshire,Transfers,J4,Haematology,127,1016,8,0,0,NA
2019-04-01,Q2,Lanarkshire,Transfers,J4,Haematology,97,794,8.18556701030928,0,0,NA
2019-07-01,Q3,Lanarkshire,Transfers,J4,Haematology,129,1075,8.33333333333333,0,0,NA
2019-10-01,Q4,Lanarkshire,Transfers,J4,Haematology,118,1113,9.43220338983051,0,0,NA
2020-01-01,Q1,Lanarkshire,Transfers,J4,Haematology,94,1008,10.7234042553191,0,0,NA
2020-04-01,Q2,Lanarkshire,Transfers,J4,Haematology,65,578,8.89230769230769,0,0,NA
2020-07-01,Q3,Lanarkshire,Transfers,J4,Haematology,86,782,9.09302325581395,0,0,NA
2020-10-01,Q4,Lanarkshire,Transfers,J4,Haematology,103,763,7.40776699029126,0,0,NA
2021-01-01,Q1,Lanarkshire,Transfers,J4,Haematology,89,694,7.7977528089887604,0,0,NA
2021-04-01,Q2,Lanarkshire,Transfers,J4,Haematology,104,836,8.03846153846154,0,0,NA
2016-04-01,Q2,Lothian,Transfers,A1,General Medicine,3544,23087,6.51439051918736,0,0,NA
2016-07-01,Q3,Lothian,Transfers,A1,General Medicine,3282,24733,7.53595368677636,0,0,NA
2016-10-01,Q4,Lothian,Transfers,A1,General Medicine,3188,22422,7.03324968632371,0,0,NA
2017-01-01,Q1,Lothian,Transfers,A1,General Medicine,3285,23641,7.19665144596651,0,0,NA
2017-04-01,Q2,Lothian,Transfers,A1,General Medicine,3171,22536,7.10690633869442,0,0,NA
2017-07-01,Q3,Lothian,Transfers,A1,General Medicine,3302,20168,6.10781344639612,0,0,NA
2017-10-01,Q4,Lothian,Transfers,A1,General Medicine,3790,22191,5.85514511873351,0,0,NA
2018-01-01,Q1,Lothian,Transfers,A1,General Medicine,4067,25133,6.17973936562577,0,0,NA
2018-04-01,Q2,Lothian,Transfers,A1,General Medicine,3599,23272,6.46624062239511,0,0,NA
2018-07-01,Q3,Lothian,Transfers,A1,General Medicine,3407,22482,6.5987672439096,0,0,NA
2018-10-01,Q4,Lothian,Transfers,A1,General Medicine,3786,25745,6.8000528262018,0,0,NA
2019-01-01,Q1,Lothian,Transfers,A1,General Medicine,3976,25791,6.48667002012072,0,0,NA
2019-04-01,Q2,Lothian,Transfers,A1,General Medicine,4609,28445,6.17162074202647,0,0,NA
2019-07-01,Q3,Lothian,Transfers,A1,General Medicine,4691,26641,5.67917288424643,0,0,NA
2019-10-01,Q4,Lothian,Transfers,A1,General Medicine,4462,26429,5.92312864186463,0,0,NA
2020-01-01,Q1,Lothian,Transfers,A1,General Medicine,4411,29429,6.67172976649286,0,0,NA
2020-04-01,Q2,Lothian,Transfers,A1,General Medicine,4424,18419,4.16342676311031,0,0,NA
2020-07-01,Q3,Lothian,Transfers,A1,General Medicine,5390,23954,4.44415584415584,0,0,NA
2020-10-01,Q4,Lothian,Transfers,A1,General Medicine,5246,27197,5.18433091879527,0,0,NA
2021-01-01,Q1,Lothian,Transfers,A1,General Medicine,5168,25748,4.98219814241486,0,0,NA
2021-04-01,Q2,Lothian,Transfers,A1,General Medicine,4877,23851,4.89050645888866,0,0,NA
2016-04-01,Q2,Lothian,Transfers,A2,Cardiology,788,2999,3.80583756345178,0,0,NA
2016-07-01,Q3,Lothian,Transfers,A2,Cardiology,770,2782,3.61298701298701,0,0,NA
2016-10-01,Q4,Lothian,Transfers,A2,Cardiology,859,2864,3.33410942956927,0,0,NA
2017-01-01,Q1,Lothian,Transfers,A2,Cardiology,771,2803,3.63553826199741,0,0,NA
2017-04-01,Q2,Lothian,Transfers,A2,Cardiology,779,2421,3.10783055198973,0,0,NA
2017-07-01,Q3,Lothian,Transfers,A2,Cardiology,856,2691,3.14369158878505,0,0,NA
2017-10-01,Q4,Lothian,Transfers,A2,Cardiology,820,2433,2.96707317073171,0,0,NA
2018-01-01,Q1,Lothian,Transfers,A2,Cardiology,840,2510,2.98809523809524,0,0,NA
2018-04-01,Q2,Lothian,Transfers,A2,Cardiology,937,2834,3.02454642475987,0,0,NA
2018-07-01,Q3,Lothian,Transfers,A2,Cardiology,1023,3074,3.00488758553275,0,0,NA
2018-10-01,Q4,Lothian,Transfers,A2,Cardiology,940,2902,3.08723404255319,0,0,NA
2019-01-01,Q1,Lothian,Transfers,A2,Cardiology,940,2783,2.96063829787234,0,0,NA
2019-04-01,Q2,Lothian,Transfers,A2,Cardiology,1008,2941,2.91765873015873,0,0,NA
2019-07-01,Q3,Lothian,Transfers,A2,Cardiology,1021,3269,3.20176297747307,0,0,NA
2019-10-01,Q4,Lothian,Transfers,A2,Cardiology,989,3042,3.07583417593529,0,0,NA
2020-01-01,Q1,Lothian,Transfers,A2,Cardiology,875,2861,3.26971428571429,0,0,NA
2020-04-01,Q2,Lothian,Transfers,A2,Cardiology,759,2381,3.13702239789196,0,0,NA
2020-07-01,Q3,Lothian,Transfers,A2,Cardiology,997,2915,2.92377131394183,0,0,NA
2020-10-01,Q4,Lothian,Transfers,A2,Cardiology,843,2589,3.0711743772242,0,0,NA
2021-01-01,Q1,Lothian,Transfers,A2,Cardiology,1008,3016,2.99206349206349,0,0,NA
2021-04-01,Q2,Lothian,Transfers,A2,Cardiology,1063,3484,3.27751646284102,0,0,NA
2016-04-01,Q2,Lothian,Transfers,A6,Infectious Diseases,279,2248,8.0573476702509,0,0,NA
2016-07-01,Q3,Lothian,Transfers,A6,Infectious Diseases,314,2275,7.24522292993631,0,0,NA
2016-10-01,Q4,Lothian,Transfers,A6,Infectious Diseases,299,2272,7.59866220735786,0,0,NA
2017-01-01,Q1,Lothian,Transfers,A6,Infectious Diseases,274,2376,8.67153284671533,0,0,NA
2017-04-01,Q2,Lothian,Transfers,A6,Infectious Diseases,315,2273,7.21587301587302,0,0,NA
2017-07-01,Q3,Lothian,Transfers,A6,Infectious Diseases,319,2124,6.65830721003135,0,0,NA
2017-10-01,Q4,Lothian,Transfers,A6,Infectious Diseases,350,2460,7.02857142857143,0,0,NA
2018-01-01,Q1,Lothian,Transfers,A6,Infectious Diseases,353,2473,7.0056657223796,0,0,NA
2018-04-01,Q2,Lothian,Transfers,A6,Infectious Diseases,269,2314,8.60223048327138,0,0,NA
2018-07-01,Q3,Lothian,Transfers,A6,Infectious Diseases,288,2126,7.38194444444444,0,0,NA
2018-10-01,Q4,Lothian,Transfers,A6,Infectious Diseases,323,2652,8.21052631578947,0,0,NA
2019-01-01,Q1,Lothian,Transfers,A6,Infectious Diseases,404,2125,5.25990099009901,0,0,NA
2019-04-01,Q2,Lothian,Transfers,A6,Infectious Diseases,340,2390,7.02941176470588,0,0,NA
2019-07-01,Q3,Lothian,Transfers,A6,Infectious Diseases,344,2304,6.69767441860465,0,0,NA
2019-10-01,Q4,Lothian,Transfers,A6,Infectious Diseases,439,2417,5.50569476082005,0,0,NA
2020-01-01,Q1,Lothian,Transfers,A6,Infectious Diseases,312,2006,6.42948717948718,0,0,NA
2020-04-01,Q2,Lothian,Transfers,A6,Infectious Diseases,472,1719,3.64194915254237,0,0,NA
2020-07-01,Q3,Lothian,Transfers,A6,Infectious Diseases,260,1409,5.41923076923077,0,0,NA
2020-10-01,Q4,Lothian,Transfers,A6,Infectious Diseases,317,1606,5.06624605678233,0,0,NA
2021-01-01,Q1,Lothian,Transfers,A6,Infectious Diseases,330,1540,4.66666666666667,0,0,NA
2021-04-01,Q2,Lothian,Transfers,A6,Infectious Diseases,299,1582,5.29096989966555,0,0,NA
2016-04-01,Q2,Lothian,Transfers,A7,Dermatology,5,31,6.2,0,0,NA
2016-07-01,Q3,Lothian,Transfers,A7,Dermatology,5,37,7.4,0,0,NA
2016-10-01,Q4,Lothian,Transfers,A7,Dermatology,5,51,10.2,0,0,NA
2017-01-01,Q1,Lothian,Transfers,A7,Dermatology,10,114,11.4,0,0,NA
2017-04-01,Q2,Lothian,Transfers,A7,Dermatology,10,120,12,0,0,NA
2017-07-01,Q3,Lothian,Transfers,A7,Dermatology,5,141,28.2,0,0,NA
2017-10-01,Q4,Lothian,Transfers,A7,Dermatology,5,10,2,0,0,NA
2018-01-01,Q1,Lothian,Transfers,A7,Dermatology,5,33,6.6,0,0,NA
2018-04-01,Q2,Lothian,Transfers,A7,Dermatology,5,17,3.4,0,0,NA
2018-07-01,Q3,Lothian,Transfers,A7,Dermatology,5,31,6.2,0,0,NA
2018-10-01,Q4,Lothian,Transfers,A7,Dermatology,5,126,25.2,0,0,NA
2019-01-01,Q1,Lothian,Transfers,A7,Dermatology,15,156,10.4,0,0,NA
2019-04-01,Q2,Lothian,Transfers,A7,Dermatology,10,187,18.7,0,0,NA
2019-07-01,Q3,Lothian,Transfers,A7,Dermatology,5,96,19.2,0,0,NA
2019-10-01,Q4,Lothian,Transfers,A7,Dermatology,10,217,21.7,0,0,NA
2020-01-01,Q1,Lothian,Transfers,A7,Dermatology,5,38,7.6,0,0,NA
2020-04-01,Q2,Lothian,Transfers,A7,Dermatology,0,5,NA,0,0,NA
2020-07-01,Q3,Lothian,Transfers,A7,Dermatology,5,20,4,0,0,NA
2020-10-01,Q4,Lothian,Transfers,A7,Dermatology,5,11,2.2,0,0,NA
2021-04-01,Q2,Lothian,Transfers,A7,Dermatology,0,35,NA,0,0,NA
2016-04-01,Q2,Lothian,Transfers,A8,Endocrinology & Diabetes,90,351,3.9,0,0,NA
2016-07-01,Q3,Lothian,Transfers,A8,Endocrinology & Diabetes,93,439,4.72043010752688,0,0,NA
2016-10-01,Q4,Lothian,Transfers,A8,Endocrinology & Diabetes,93,296,3.18279569892473,0,0,NA
2017-01-01,Q1,Lothian,Transfers,A8,Endocrinology & Diabetes,63,318,5.04761904761905,0,0,NA
2017-04-01,Q2,Lothian,Transfers,A8,Endocrinology & Diabetes,84,461,5.48809523809524,0,0,NA
2017-07-01,Q3,Lothian,Transfers,A8,Endocrinology & Diabetes,117,484,4.13675213675214,0,0,NA
2017-10-01,Q4,Lothian,Transfers,A8,Endocrinology & Diabetes,85,381,4.48235294117647,0,0,NA
2018-01-01,Q1,Lothian,Transfers,A8,Endocrinology & Diabetes,93,359,3.86021505376344,0,0,NA
2018-04-01,Q2,Lothian,Transfers,A8,Endocrinology & Diabetes,76,258,3.39473684210526,0,0,NA
