date,quarter,hb,specialty_name,all_staffed_beds,total_occupied_beds,average_available_staffed_beds,average_occupied_beds,percentage_occupancy
2021-01-01,Q1,Ayrshire & Arran,Learning Disability Grouping,1046,694,11.622222222222222,7.711111111111111,66.34799235181644
2021-04-01,Q2,Ayrshire & Arran,Learning Disability Grouping,1001,797,11,8.758241758241759,79.62037962037964
2016-04-01,Q2,Ayrshire & Arran,Medical Grouping,64568,61570,709.5384615384615,676.5934065934066,95.35683310618262
2016-07-01,Q3,Ayrshire & Arran,Medical Grouping,65909,62408,716.4021739130435,678.3478260869565,94.68813060431806
2016-10-01,Q4,Ayrshire & Arran,Medical Grouping,69189,66106,752.054347826087,718.5434782608696,95.5440893783694
2017-01-01,Q1,Ayrshire & Arran,Medical Grouping,70795,68664,786.6111111111111,762.9333333333333,96.9899004166961
2017-04-01,Q2,Ayrshire & Arran,Medical Grouping,69650,66003,765.3846153846154,725.3076923076923,94.7638190954774
2017-07-01,Q3,Ayrshire & Arran,Medical Grouping,68820,65063,748.0434782608696,707.2065217391304,94.54083115373436
2017-10-01,Q4,Ayrshire & Arran,Medical Grouping,72767,68556,790.945652173913,745.1739130434783,94.21303612901453
2018-01-01,Q1,Ayrshire & Arran,Medical Grouping,74472,69617,827.4666666666667,773.5222222222222,93.4807712965947
2018-04-01,Q2,Ayrshire & Arran,Medical Grouping,67691,64454,743.8571428571429,708.2857142857143,95.21797580180528
2018-07-01,Q3,Ayrshire & Arran,Medical Grouping,62722,59785,681.7608695652174,649.8369565217391,95.31743247983164
2018-10-01,Q4,Ayrshire & Arran,Medical Grouping,63006,60517,684.8478260869565,657.7934782608696,96.04958257943689
2019-01-01,Q1,Ayrshire & Arran,Medical Grouping,63706,62370,707.8444444444444,693,97.90286629202902
2019-04-01,Q2,Ayrshire & Arran,Medical Grouping,61995,60306,681.2637362637363,662.7032967032967,97.2755867408662
2019-07-01,Q3,Ayrshire & Arran,Medical Grouping,62427,60347,678.554347826087,655.945652173913,96.66810835055344
2019-10-01,Q4,Ayrshire & Arran,Medical Grouping,64202,62349,697.8478260869565,677.7065217391304,97.11379707797263
2020-01-01,Q1,Ayrshire & Arran,Medical Grouping,65543,61786,720.2527472527472,678.967032967033,94.26788520513252
2020-04-01,Q2,Ayrshire & Arran,Medical Grouping,58560,46121,643.5164835164835,506.8241758241758,78.75853825136612
2020-07-01,Q3,Ayrshire & Arran,Medical Grouping,60727,55794,660.0760869565217,606.4565217391304,91.87675992556852
2020-10-01,Q4,Ayrshire & Arran,Medical Grouping,66865,60251,726.7934782608696,654.9021739130435,90.1084274284005
2021-01-01,Q1,Ayrshire & Arran,Medical Grouping,67885,60380,754.2777777777778,670.8888888888889,88.9445385578552
2021-04-01,Q2,Ayrshire & Arran,Medical Grouping,66562,61038,731.4505494505495,670.7472527472528,91.70097052372223
2016-04-01,Q2,Ayrshire & Arran,Medical Oncology,106,33,1.164835164835165,0.3626373626373626,31.132075471698112
2016-07-01,Q3,Ayrshire & Arran,Medical Oncology,121,49,1.315217391304348,0.532608695652174,40.49586776859504
2016-10-01,Q4,Ayrshire & Arran,Medical Oncology,81,27,0.8804347826086957,0.29347826086956524,33.333333333333336
2017-01-01,Q1,Ayrshire & Arran,Medical Oncology,127,41,1.4111111111111112,0.45555555555555555,32.28346456692913
2017-04-01,Q2,Ayrshire & Arran,Medical Oncology,143,33,1.5714285714285714,0.3626373626373626,23.076923076923077
2017-07-01,Q3,Ayrshire & Arran,Medical Oncology,137,24,1.4891304347826086,0.2608695652173913,17.51824817518248
2017-10-01,Q4,Ayrshire & Arran,Medical Oncology,180,60,1.9565217391304348,0.6521739130434783,33.33333333333333
2018-01-01,Q1,Ayrshire & Arran,Medical Oncology,96,10,1.0666666666666669,0.1111111111111111,10.416666666666666
2018-04-01,Q2,Ayrshire & Arran,Medical Oncology,105,19,1.1538461538461535,0.2087912087912088,18.0952380952381
2018-07-01,Q3,Ayrshire & Arran,Medical Oncology,169,10,1.8369565217391304,0.10869565217391304,5.9171597633136095
2018-10-01,Q4,Ayrshire & Arran,Medical Oncology,89,26,0.967391304347826,0.2826086956521739,29.213483146067414
2019-01-01,Q1,Ayrshire & Arran,Medical Oncology,76,8,0.8444444444444444,0.08888888888888889,10.526315789473683
2019-04-01,Q2,Ayrshire & Arran,Medical Oncology,92,20,1.010989010989011,0.21978021978021975,21.73913043478261
2019-07-01,Q3,Ayrshire & Arran,Medical Oncology,21,1,0.22826086956521735,0.0108695652173913,4.761904761904763
2019-10-01,Q4,Ayrshire & Arran,Medical Oncology,42,2,0.4565217391304347,0.0217391304347826,4.761904761904763
2020-01-01,Q1,Ayrshire & Arran,Medical Oncology,72,5,0.7912087912087912,0.05494505494505494,6.944444444444445
2020-04-01,Q2,Ayrshire & Arran,Medical Oncology,31,7,0.34065934065934067,0.07692307692307693,22.58064516129032
2020-07-01,Q3,Ayrshire & Arran,Medical Oncology,95,0,1.0326086956521738,0,0
2016-04-01,Q2,Ayrshire & Arran,Mental Health Grouping,25232,16738,277.27472527472526,183.93406593406593,66.33639822447685
2016-07-01,Q3,Ayrshire & Arran,Mental Health Grouping,24820,18224,269.7826086956522,198.08695652173913,73.42465753424658
2016-10-01,Q4,Ayrshire & Arran,Mental Health Grouping,24750,17880,269.0217391304348,194.34782608695653,72.24242424242424
2017-01-01,Q1,Ayrshire & Arran,Mental Health Grouping,24312,17786,270.1333333333333,197.62222222222223,73.15728858177033
2017-04-01,Q2,Ayrshire & Arran,Mental Health Grouping,24399,17567,268.1208791208791,193.0439560439561,71.9988524119841
2017-07-01,Q3,Ayrshire & Arran,Mental Health Grouping,24552,18699,266.8695652173913,203.25,76.16080156402737
2017-10-01,Q4,Ayrshire & Arran,Mental Health Grouping,24533,18837,266.6630434782609,204.75,76.78229323767985
2018-01-01,Q1,Ayrshire & Arran,Mental Health Grouping,23696,17402,263.2888888888889,193.35555555555555,73.43855503038488
2018-04-01,Q2,Ayrshire & Arran,Mental Health Grouping,24024,18855,264,207.1978021978022,78.48401598401597
2018-07-01,Q3,Ayrshire & Arran,Mental Health Grouping,24384,17244,265.04347826086956,187.43478260869568,70.71850393700788
2018-10-01,Q4,Ayrshire & Arran,Mental Health Grouping,22835,16572,248.20652173913044,180.1304347826087,72.57280490475148
2019-01-01,Q1,Ayrshire & Arran,Mental Health Grouping,22162,15646,246.24444444444444,173.84444444444443,70.59832145113256
2019-04-01,Q2,Ayrshire & Arran,Mental Health Grouping,21169,15874,232.62637362637363,174.43956043956044,74.98700930606074
2019-07-01,Q3,Ayrshire & Arran,Mental Health Grouping,20249,16460,220.09782608695653,178.91304347826087,81.28796483776976
2019-10-01,Q4,Ayrshire & Arran,Mental Health Grouping,20340,16171,221.08695652173913,175.77173913043478,79.50344149459194
2020-01-01,Q1,Ayrshire & Arran,Mental Health Grouping,21014,15310,230.92307692307693,168.24175824175825,72.8561911106881
2020-04-01,Q2,Ayrshire & Arran,Mental Health Grouping,19425,14648,213.46153846153845,160.96703296703296,75.40797940797941
2020-07-01,Q3,Ayrshire & Arran,Mental Health Grouping,19050,15528,207.06521739130432,168.7826086956522,81.51181102362204
2020-10-01,Q4,Ayrshire & Arran,Mental Health Grouping,18901,15811,205.44565217391303,171.8586956521739,83.65165864239987
2021-01-01,Q1,Ayrshire & Arran,Mental Health Grouping,18637,14960,207.07777777777775,166.22222222222223,80.27042979020229
2021-04-01,Q2,Ayrshire & Arran,Mental Health Grouping,18661,15175,205.06593406593407,166.75824175824175,81.31932908204276
2017-01-01,Q1,Ayrshire & Arran,Midwifery,217,217,2.411111111111111,2.411111111111111,100
2017-04-01,Q2,Ayrshire & Arran,Midwifery,388,388,4.263736263736264,4.263736263736264,100
2017-07-01,Q3,Ayrshire & Arran,Midwifery,437,437,4.75,4.75,100
2017-10-01,Q4,Ayrshire & Arran,Midwifery,283,283,3.0760869565217392,3.0760869565217392,100
2018-01-01,Q1,Ayrshire & Arran,Midwifery,322,322,3.577777777777778,3.577777777777778,100
2018-04-01,Q2,Ayrshire & Arran,Midwifery,387,387,4.252747252747253,4.252747252747253,100
2018-07-01,Q3,Ayrshire & Arran,Midwifery,298,298,3.239130434782609,3.239130434782609,100
2018-10-01,Q4,Ayrshire & Arran,Midwifery,285,285,3.097826086956522,3.097826086956522,100
2019-01-01,Q1,Ayrshire & Arran,Midwifery,202,202,2.2444444444444445,2.2444444444444445,100
2019-04-01,Q2,Ayrshire & Arran,Midwifery,243,243,2.67032967032967,2.67032967032967,100
2019-07-01,Q3,Ayrshire & Arran,Midwifery,331,331,3.597826086956522,3.597826086956522,100
2019-10-01,Q4,Ayrshire & Arran,Midwifery,235,235,2.5543478260869565,2.5543478260869565,100
2020-01-01,Q1,Ayrshire & Arran,Midwifery,226,226,2.4835164835164836,2.4835164835164836,100
2020-04-01,Q2,Ayrshire & Arran,Midwifery,228,228,2.5054945054945055,2.5054945054945055,100
2020-07-01,Q3,Ayrshire & Arran,Midwifery,203,203,2.2065217391304346,2.2065217391304346,100
2020-10-01,Q4,Ayrshire & Arran,Midwifery,218,218,2.369565217391304,2.369565217391304,100
2021-01-01,Q1,Ayrshire & Arran,Midwifery,159,159,1.7666666666666666,1.7666666666666666,100
2021-04-01,Q2,Ayrshire & Arran,Midwifery,154,154,1.6923076923076923,1.6923076923076923,100
2018-01-01,Q1,Ayrshire & Arran,Neurology,5,5,0.05555555555555555,0.05555555555555555,100
2016-04-01,Q2,Ayrshire & Arran,Obstetrics,3298,2672,36.24175824175824,29.36263736263736,81.01879927228623
2016-07-01,Q3,Ayrshire & Arran,Obstetrics,3317,2536,36.05434782608695,27.565217391304348,76.4546276756105
2016-10-01,Q4,Ayrshire & Arran,Obstetrics,3189,2450,34.66304347826087,26.630434782608695,76.82659140796488
2017-01-01,Q1,Ayrshire & Arran,Obstetrics,2690,1937,29.88888888888889,21.522222222222226,72.00743494423791
2017-04-01,Q2,Ayrshire & Arran,Obstetrics,2504,2010,27.51648351648352,22.087912087912088,80.27156549520767
2017-07-01,Q3,Ayrshire & Arran,Obstetrics,2521,2118,27.402173913043477,23.02173913043478,84.01428004760015
2017-10-01,Q4,Ayrshire & Arran,Obstetrics,2589,2131,28.14130434782609,23.16304347826087,82.30977211278486
2018-01-01,Q1,Ayrshire & Arran,Obstetrics,2481,1894,27.566666666666663,21.044444444444444,76.34018540910922
2018-04-01,Q2,Ayrshire & Arran,Obstetrics,2494,1977,27.406593406593405,21.725274725274726,79.27024859663192
2018-07-01,Q3,Ayrshire & Arran,Obstetrics,2585,1944,28.097826086956523,21.130434782608695,75.20309477756287
2018-10-01,Q4,Ayrshire & Arran,Obstetrics,2621,2064,28.48913043478261,22.434782608695652,78.74856924837847
2019-01-01,Q1,Ayrshire & Arran,Obstetrics,2628,2125,29.2,23.61111111111111,80.8599695585997
2019-04-01,Q2,Ayrshire & Arran,Obstetrics,2643,2067,29.043956043956044,22.714285714285715,78.20658342792282
2019-07-01,Q3,Ayrshire & Arran,Obstetrics,2599,2152,28.25,23.39130434782609,82.80107733743746
2019-10-01,Q4,Ayrshire & Arran,Obstetrics,2637,1924,28.66304347826087,20.91304347826087,72.96169890026546
2020-01-01,Q1,Ayrshire & Arran,Obstetrics,2629,1948,28.89010989010989,21.406593406593405,74.09661468238873
2020-04-01,Q2,Ayrshire & Arran,Obstetrics,2595,1575,28.51648351648352,17.307692307692307,60.69364161849711
2020-07-01,Q3,Ayrshire & Arran,Obstetrics,2632,1704,28.60869565217391,18.52173913043478,64.74164133738601
2020-10-01,Q4,Ayrshire & Arran,Obstetrics,2861,1788,31.097826086956523,19.434782608695652,62.49563089828732
2021-01-01,Q1,Ayrshire & Arran,Obstetrics,2887,1555,32.077777777777776,17.27777777777778,53.862140630412206
2021-04-01,Q2,Ayrshire & Arran,Obstetrics,2976,1791,32.7032967032967,19.68131868131868,60.18145161290324
2016-04-01,Q2,Ayrshire & Arran,Ophthalmology,240,71,2.6373626373626373,0.7802197802197802,29.583333333333332
2016-07-01,Q3,Ayrshire & Arran,Ophthalmology,261,149,2.8369565217391304,1.6195652173913044,57.08812260536399
2016-10-01,Q4,Ayrshire & Arran,Ophthalmology,245,139,2.6630434782608696,1.5108695652173914,56.734693877551024
2017-01-01,Q1,Ayrshire & Arran,Ophthalmology,237,130,2.6333333333333333,1.4444444444444444,54.85232067510548
2017-04-01,Q2,Ayrshire & Arran,Ophthalmology,286,157,3.142857142857143,1.7252747252747254,54.89510489510489
2017-07-01,Q3,Ayrshire & Arran,Ophthalmology,240,142,2.608695652173913,1.5434782608695652,59.166666666666664
2017-10-01,Q4,Ayrshire & Arran,Ophthalmology,217,140,2.358695652173913,1.5217391304347827,64.51612903225806
2018-01-01,Q1,Ayrshire & Arran,Ophthalmology,213,158,2.3666666666666667,1.7555555555555555,74.17840375586854
2018-04-01,Q2,Ayrshire & Arran,Ophthalmology,183,135,2.010989010989011,1.4835164835164836,73.77049180327869
2018-07-01,Q3,Ayrshire & Arran,Ophthalmology,173,129,1.8804347826086956,1.4021739130434785,74.56647398843931
2018-10-01,Q4,Ayrshire & Arran,Ophthalmology,176,134,1.9130434782608696,1.4565217391304348,76.13636363636364
2019-01-01,Q1,Ayrshire & Arran,Ophthalmology,187,172,2.077777777777778,1.9111111111111112,91.97860962566844
2019-04-01,Q2,Ayrshire & Arran,Ophthalmology,93,56,1.021978021978022,0.6153846153846154,60.21505376344087
2019-07-01,Q3,Ayrshire & Arran,Ophthalmology,118,72,1.2826086956521738,0.782608695652174,61.016949152542374
2019-10-01,Q4,Ayrshire & Arran,Ophthalmology,177,156,1.923913043478261,1.6956521739130437,88.13559322033898
2020-01-01,Q1,Ayrshire & Arran,Ophthalmology,177,122,1.945054945054945,1.3406593406593406,68.92655367231639
2020-04-01,Q2,Ayrshire & Arran,Ophthalmology,171,30,1.879120879120879,0.32967032967032966,17.543859649122805
2020-07-01,Q3,Ayrshire & Arran,Ophthalmology,180,43,1.9565217391304348,0.4673913043478261,23.88888888888889
2020-10-01,Q4,Ayrshire & Arran,Ophthalmology,97,58,1.0543478260869563,0.6304347826086957,59.79381443298969
2021-01-01,Q1,Ayrshire & Arran,Ophthalmology,22,22,0.24444444444444444,0.24444444444444444,100
2021-04-01,Q2,Ayrshire & Arran,Ophthalmology,82,82,0.9010989010989012,0.9010989010989012,100
2016-04-01,Q2,Ayrshire & Arran,Paediatric Surgery,4,4,0.04395604395604396,0.04395604395604396,100
2016-07-01,Q3,Ayrshire & Arran,Paediatric Surgery,7,7,0.07608695652173914,0.07608695652173914,100
2016-10-01,Q4,Ayrshire & Arran,Paediatric Surgery,22,22,0.2391304347826087,0.2391304347826087,100
2017-01-01,Q1,Ayrshire & Arran,Paediatric Surgery,8,8,0.08888888888888889,0.08888888888888889,100
2017-04-01,Q2,Ayrshire & Arran,Paediatric Surgery,11,11,0.12087912087912088,0.12087912087912088,100
2017-07-01,Q3,Ayrshire & Arran,Paediatric Surgery,7,7,0.07608695652173914,0.07608695652173914,100
2017-10-01,Q4,Ayrshire & Arran,Paediatric Surgery,20,20,0.21739130434782608,0.21739130434782608,100
2018-01-01,Q1,Ayrshire & Arran,Paediatric Surgery,12,12,0.13333333333333333,0.13333333333333333,100
2018-04-01,Q2,Ayrshire & Arran,Paediatric Surgery,9,9,0.0989010989010989,0.0989010989010989,100
2018-07-01,Q3,Ayrshire & Arran,Paediatric Surgery,3,3,0.03260869565217391,0.03260869565217391,100
2018-10-01,Q4,Ayrshire & Arran,Paediatric Surgery,9,9,0.09782608695652174,0.09782608695652174,100
2019-01-01,Q1,Ayrshire & Arran,Paediatric Surgery,8,8,0.08888888888888889,0.08888888888888889,100
2019-04-01,Q2,Ayrshire & Arran,Paediatric Surgery,6,6,0.06593406593406594,0.06593406593406594,100
2019-07-01,Q3,Ayrshire & Arran,Paediatric Surgery,2,2,0.0217391304347826,0.0217391304347826,100
2020-01-01,Q1,Ayrshire & Arran,Paediatric Surgery,9,9,0.0989010989010989,0.0989010989010989,100
2020-07-01,Q3,Ayrshire & Arran,Paediatric Surgery,1,1,0.0108695652173913,0.0108695652173913,100
2021-01-01,Q1,Ayrshire & Arran,Paediatric Surgery,1,1,0.01111111111111111,0.01111111111111111,100
2021-04-01,Q2,Ayrshire & Arran,Paediatric Surgery,2,2,0.02197802197802198,0.02197802197802198,100
2016-04-01,Q2,Ayrshire & Arran,Paediatrics,2943,2415,32.34065934065934,26.53846153846154,82.059123343527
2016-07-01,Q3,Ayrshire & Arran,Paediatrics,2986,2276,32.45652173913044,24.73913043478261,76.22237106496985
2016-10-01,Q4,Ayrshire & Arran,Paediatrics,3259,2659,35.42391304347826,28.902173913043477,81.58944461491255
2017-01-01,Q1,Ayrshire & Arran,Paediatrics,3089,2457,34.32222222222222,27.3,79.54030430560051
2017-04-01,Q2,Ayrshire & Arran,Paediatrics,2986,2026,32.81318681318681,22.263736263736263,67.84996651038179
2017-07-01,Q3,Ayrshire & Arran,Paediatrics,2921,2255,31.75,24.51086956521739,77.19958918178705
2017-10-01,Q4,Ayrshire & Arran,Paediatrics,3165,2420,34.40217391304348,26.304347826086957,76.4612954186414
2018-01-01,Q1,Ayrshire & Arran,Paediatrics,3115,2299,34.611111111111114,25.544444444444444,73.80417335473514
2018-04-01,Q2,Ayrshire & Arran,Paediatrics,3093,2139,33.989010989010985,23.505494505494507,69.1561590688652
2018-07-01,Q3,Ayrshire & Arran,Paediatrics,3189,2467,34.66304347826087,26.815217391304348,77.35967387895893
2018-10-01,Q4,Ayrshire & Arran,Paediatrics,3484,3143,37.869565217391305,34.16304347826087,90.21239954075774
2019-01-01,Q1,Ayrshire & Arran,Paediatrics,3102,2092,34.46666666666667,23.244444444444444,67.44036105738232
2019-04-01,Q2,Ayrshire & Arran,Paediatrics,3000,2299,32.967032967032964,25.263736263736263,76.63333333333334
2019-07-01,Q3,Ayrshire & Arran,Paediatrics,2969,2157,32.27173913043478,23.445652173913043,72.6507241495453
2019-10-01,Q4,Ayrshire & Arran,Paediatrics,3763,2777,40.90217391304348,30.184782608695652,73.79750199309062
2020-01-01,Q1,Ayrshire & Arran,Paediatrics,3897,1889,42.824175824175825,20.75824175824176,48.47318450089813
2020-04-01,Q2,Ayrshire & Arran,Paediatrics,3590,1329,39.45054945054945,14.604395604395604,37.01949860724233
2020-07-01,Q3,Ayrshire & Arran,Paediatrics,3496,1699,38,18.467391304347824,48.598398169336384
2020-10-01,Q4,Ayrshire & Arran,Paediatrics,3242,1126,35.23913043478261,12.23913043478261,34.73164713140037
2021-01-01,Q1,Ayrshire & Arran,Paediatrics,3162,1235,35.13333333333333,13.72222222222222,39.057558507273875
2021-04-01,Q2,Ayrshire & Arran,Paediatrics,3179,1477,34.934065934065934,16.23076923076923,46.46115130544196
2016-04-01,Q2,Ayrshire & Arran,Paediatrics Grouping,2947,2419,32.38461538461539,26.582417582417584,82.0834747200543
2016-07-01,Q3,Ayrshire & Arran,Paediatrics Grouping,2993,2283,32.53260869565217,24.815217391304348,76.27798195790177
2016-10-01,Q4,Ayrshire & Arran,Paediatrics Grouping,3281,2681,35.66304347826087,29.14130434782609,81.71289241085036
2017-01-01,Q1,Ayrshire & Arran,Paediatrics Grouping,3097,2465,34.41111111111111,27.38888888888889,79.59315466580563
2017-04-01,Q2,Ayrshire & Arran,Paediatrics Grouping,2997,2037,32.934065934065934,22.384615384615383,67.96796796796797
2017-07-01,Q3,Ayrshire & Arran,Paediatrics Grouping,2928,2262,31.82608695652174,24.58695652173913,77.25409836065573
2017-10-01,Q4,Ayrshire & Arran,Paediatrics Grouping,3185,2440,34.619565217391305,26.52173913043478,76.60910518053375
2018-01-01,Q1,Ayrshire & Arran,Paediatrics Grouping,3127,2311,34.74444444444445,25.677777777777777,73.90470099136553
2018-04-01,Q2,Ayrshire & Arran,Paediatrics Grouping,3102,2148,34.08791208791209,23.60439560439561,69.24564796905223
2018-07-01,Q3,Ayrshire & Arran,Paediatrics Grouping,3192,2470,34.69565217391305,26.847826086956523,77.38095238095238
2018-10-01,Q4,Ayrshire & Arran,Paediatrics Grouping,3493,3152,37.96739130434783,34.26086956521739,90.2376180933295
2019-01-01,Q1,Ayrshire & Arran,Paediatrics Grouping,3110,2100,34.55555555555556,23.333333333333332,67.52411575562701
2019-04-01,Q2,Ayrshire & Arran,Paediatrics Grouping,3006,2305,33.032967032967036,25.32967032967033,76.67997338656019
2019-07-01,Q3,Ayrshire & Arran,Paediatrics Grouping,2971,2159,32.29347826086956,23.467391304347824,72.66913497139011
2019-10-01,Q4,Ayrshire & Arran,Paediatrics Grouping,3763,2777,40.90217391304348,30.184782608695652,73.79750199309062
2020-01-01,Q1,Ayrshire & Arran,Paediatrics Grouping,3906,1898,42.92307692307692,20.857142857142858,48.59190988223247
2020-04-01,Q2,Ayrshire & Arran,Paediatrics Grouping,3590,1329,39.45054945054945,14.604395604395604,37.01949860724233
2020-07-01,Q3,Ayrshire & Arran,Paediatrics Grouping,3497,1700,38.01086956521739,18.47826086956522,48.61309694023449
2020-10-01,Q4,Ayrshire & Arran,Paediatrics Grouping,3242,1126,35.23913043478261,12.23913043478261,34.73164713140037
2021-01-01,Q1,Ayrshire & Arran,Paediatrics Grouping,3163,1236,35.144444444444446,13.733333333333333,39.07682579829276
2021-04-01,Q2,Ayrshire & Arran,Paediatrics Grouping,3181,1479,34.956043956043956,16.252747252747252,46.49481295190191
2016-07-01,Q3,Ayrshire & Arran,Plastic Surgery,1,1,0.0108695652173913,0.0108695652173913,100
2017-04-01,Q2,Ayrshire & Arran,Plastic Surgery,1,1,0.01098901098901099,0.01098901098901099,100
2018-07-01,Q3,Ayrshire & Arran,Plastic Surgery,1,1,0.0108695652173913,0.0108695652173913,100
2018-10-01,Q4,Ayrshire & Arran,Plastic Surgery,1,1,0.0108695652173913,0.0108695652173913,100
2019-04-01,Q2,Ayrshire & Arran,Plastic Surgery,1,1,0.01098901098901099,0.01098901098901099,100
2019-10-01,Q4,Ayrshire & Arran,Plastic Surgery,8,8,0.08695652173913043,0.08695652173913043,100
2020-04-01,Q2,Ayrshire & Arran,Plastic Surgery,2,2,0.02197802197802198,0.02197802197802198,100
2020-07-01,Q3,Ayrshire & Arran,Plastic Surgery,1,1,0.0108695652173913,0.0108695652173913,100
2021-04-01,Q2,Ayrshire & Arran,Plastic Surgery,1,1,0.01098901098901099,0.01098901098901099,100
2016-04-01,Q2,Ayrshire & Arran,Psychiatry of Old Age,13758,8698,151.1868131868132,95.58241758241758,63.22139845907835
2016-07-01,Q3,Ayrshire & Arran,Psychiatry of Old Age,13754,9092,149.5,98.82608695652172,66.10440599098443
2016-10-01,Q4,Ayrshire & Arran,Psychiatry of Old Age,13681,9218,148.70652173913044,100.19565217391305,67.37811563482202
2017-01-01,Q1,Ayrshire & Arran,Psychiatry of Old Age,13108,9031,145.64444444444445,100.34444444444443,68.89685688129387
2017-04-01,Q2,Ayrshire & Arran,Psychiatry of Old Age,13021,8487,143.0879120879121,93.26373626373626,65.17932570463097
2017-07-01,Q3,Ayrshire & Arran,Psychiatry of Old Age,13076,9427,142.1304347826087,102.46739130434784,72.0939125114714
2017-10-01,Q4,Ayrshire & Arran,Psychiatry of Old Age,13086,9327,142.2391304347826,101.3804347826087,71.27464465841359
2018-01-01,Q1,Ayrshire & Arran,Psychiatry of Old Age,12583,8630,139.8111111111111,95.88888888888889,68.58459826750376
2018-04-01,Q2,Ayrshire & Arran,Psychiatry of Old Age,12795,9159,140.6043956043956,100.64835164835164,71.58264947245019
2018-07-01,Q3,Ayrshire & Arran,Psychiatry of Old Age,13019,7858,141.5108695652174,85.41304347826087,60.35793839772639
2018-10-01,Q4,Ayrshire & Arran,Psychiatry of Old Age,11561,7658,125.66304347826087,83.23913043478261,66.23994464146699
2019-01-01,Q1,Ayrshire & Arran,Psychiatry of Old Age,11073,7419,123.03333333333332,82.43333333333334,67.00081278786237
2019-04-01,Q2,Ayrshire & Arran,Psychiatry of Old Age,11187,7547,122.93406593406591,82.93406593406593,67.462232948958615
2019-07-01,Q3,Ayrshire & Arran,Psychiatry of Old Age,9744,7795,105.91304347826087,84.72826086956522,79.99794745484401
2019-10-01,Q4,Ayrshire & Arran,Psychiatry of Old Age,9519,7862,103.46739130434784,85.45652173913044,82.59270931820569
2020-01-01,Q1,Ayrshire & Arran,Psychiatry of Old Age,9279,7818,101.96703296703296,85.91208791208791,84.25476883284837
2020-04-01,Q2,Ayrshire & Arran,Psychiatry of Old Age,9269,7325,101.85714285714286,80.49450549450549,79.0268637393462
2020-07-01,Q3,Ayrshire & Arran,Psychiatry of Old Age,9407,7493,102.25,81.44565217391305,79.65344955883916
2020-10-01,Q4,Ayrshire & Arran,Psychiatry of Old Age,9569,7620,104.0108695652174,82.82608695652173,79.63214546974605
2021-01-01,Q1,Ayrshire & Arran,Psychiatry of Old Age,9153,7044,101.7,78.26666666666667,76.95837430350704
2021-04-01,Q2,Ayrshire & Arran,Psychiatry of Old Age,9229,7091,101.41758241758242,77.92307692307692,76.8338931628562
2016-04-01,Q2,Ayrshire & Arran,Rehabilitation Medicine,1456,1037,16,11.395604395604396,71.22252747252747
2016-07-01,Q3,Ayrshire & Arran,Rehabilitation Medicine,1457,884,15.83695652173913,9.608695652173912,60.672614962251195
2016-10-01,Q4,Ayrshire & Arran,Rehabilitation Medicine,1203,910,13.076086956521738,9.891304347826088,75.64422277639237
2017-01-01,Q1,Ayrshire & Arran,Rehabilitation Medicine,1353,1263,15.033333333333331,14.033333333333331,93.3481152993348
2017-04-01,Q2,Ayrshire & Arran,Rehabilitation Medicine,1427,1227,15.68131868131868,13.483516483516484,85.98458304134549
2017-07-01,Q3,Ayrshire & Arran,Rehabilitation Medicine,1308,942,14.217391304347826,10.23913043478261,72.01834862385321
2017-10-01,Q4,Ayrshire & Arran,Rehabilitation Medicine,1074,784,11.673913043478262,8.521739130434783,72.99813780260708
2018-01-01,Q1,Ayrshire & Arran,Rehabilitation Medicine,1087,993,12.077777777777778,11.033333333333331,91.35234590616376
2018-04-01,Q2,Ayrshire & Arran,Rehabilitation Medicine,1319,1089,14.494505494505496,11.967032967032967,82.56254738438211
2018-07-01,Q3,Ayrshire & Arran,Rehabilitation Medicine,1467,1129,15.945652173913045,12.271739130434783,76.95978186775734
2018-10-01,Q4,Ayrshire & Arran,Rehabilitation Medicine,1424,977,15.478260869565217,10.619565217391305,68.60955056179776
2019-01-01,Q1,Ayrshire & Arran,Rehabilitation Medicine,1208,1030,13.422222222222222,11.444444444444445,85.26490066225165
2019-04-01,Q2,Ayrshire & Arran,Rehabilitation Medicine,1423,1192,15.637362637362637,13.0989010989011,83.76669009135628
2019-07-01,Q3,Ayrshire & Arran,Rehabilitation Medicine,1425,1144,15.48913043478261,12.434782608695652,80.28070175438596
2019-10-01,Q4,Ayrshire & Arran,Rehabilitation Medicine,1193,844,12.967391304347826,9.173913043478262,70.74601844090529
2020-01-01,Q1,Ayrshire & Arran,Rehabilitation Medicine,1161,982,12.75824175824176,10.791208791208792,84.58225667527994
2020-04-01,Q2,Ayrshire & Arran,Rehabilitation Medicine,1454,1084,15.978021978021978,11.912087912087912,74.55295735900962
2020-07-01,Q3,Ayrshire & Arran,Rehabilitation Medicine,1467,754,15.945652173913045,8.195652173913043,51.397409679618264
2020-10-01,Q4,Ayrshire & Arran,Rehabilitation Medicine,1288,547,14,5.945652173913044,42.46894409937889
2021-01-01,Q1,Ayrshire & Arran,Rehabilitation Medicine,1396,654,15.511111111111113,7.266666666666667,46.84813753581662
2021-04-01,Q2,Ayrshire & Arran,Rehabilitation Medicine,1405,836,15.43956043956044,9.186813186813186,59.50177935943059
2016-04-01,Q2,Ayrshire & Arran,Renal Medicine,1068,1039,11.736263736263735,11.417582417582418,97.28464419475657
