Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeds,AllStaffedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2020Q3,,S08000019,,V217H,, ,z,Emergency Grouping,d,73,,73,,0.7934782608695652,,0.7934782608695652,,100,
2020Q3,,S08000019,,S08000019,d, ,z,Emergency Grouping,d,73,,73,,0.7934782608695652,,0.7934782608695652,,100,
2020Q4,,S08000019,,V217H,, ,z,Emergency Grouping,d,45,,45,,0.4891304347826087,,0.4891304347826087,,100,
2020Q4,,S08000019,,S08000019,d, ,z,Emergency Grouping,d,45,,45,,0.4891304347826087,,0.4891304347826087,,100,
2021Q1,,S08000019,,V217H,, ,z,Emergency Grouping,d,31,,31,,0.34444444444444444,,0.34444444444444444,,100,
2021Q1,,S08000019,,S08000019,d, ,z,Emergency Grouping,d,31,,31,,0.34444444444444444,,0.34444444444444444,,100,
2021Q2,p,S08000019,,V217H,, ,z,Emergency Grouping,d,55,,55,,0.6043956043956044,,0.6043956043956044,,100,
2021Q2,p,S08000019,,S08000019,d, ,z,Emergency Grouping,d,55,,55,,0.6043956043956044,,0.6043956043956044,,100,
2016Q2,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,123,,113,,1.3516483516483515,,1.2417582417582418,,91.869918699187,
2016Q2,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,123,,113,,1.3516483516483515,,1.2417582417582418,,91.869918699187,
2016Q3,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,74,,74,,0.8043478260869565,,0.8043478260869565,,100,
2016Q3,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,74,,74,,0.8043478260869565,,0.8043478260869565,,100,
2016Q4,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,126,,126,,1.3695652173913044,,1.3695652173913044,,100,
2016Q4,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,126,,126,,1.3695652173913044,,1.3695652173913044,,100,
2017Q1,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,64,,64,,0.7111111111111111,,0.7111111111111111,,100,
2017Q1,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,64,,64,,0.7111111111111111,,0.7111111111111111,,100,
2017Q2,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,61,,61,,0.6703296703296703,,0.6703296703296703,,100,
2017Q2,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,93,,93,,1.021978021978022,,1.021978021978022,,100,
2017Q3,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,15,,15,,0.16304347826086957,,0.16304347826086957,,100,
2017Q3,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,15,,15,,0.16304347826086957,,0.16304347826086957,,100,
2017Q4,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,173,,173,,1.8804347826086956,,1.8804347826086956,,100,
2017Q4,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,173,,173,,1.8804347826086956,,1.8804347826086956,,100,
2018Q1,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,291,,291,,3.2333333333333334,,3.2333333333333334,,100,
2018Q1,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,327,,327,,3.6333333333333337,,3.6333333333333337,,100,
2018Q2,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,78,,78,,0.8571428571428571,,0.8571428571428571,,100,
2018Q2,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,84,,84,,0.9230769230769232,,0.9230769230769232,,100,
2018Q3,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,118,,118,,1.2826086956521738,,1.2826086956521738,,100,
2018Q3,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,118,,118,,1.2826086956521738,,1.2826086956521738,,100,
2018Q4,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,74,,74,,0.8043478260869565,,0.8043478260869565,,100,
2018Q4,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,74,,74,,0.8043478260869565,,0.8043478260869565,,100,
2019Q1,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,51,,51,,0.5666666666666667,,0.5666666666666667,,100,
2019Q1,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,51,,51,,0.5666666666666667,,0.5666666666666667,,100,
2019Q2,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,286,,286,,3.142857142857143,,3.142857142857143,,100,
2019Q2,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,292,,292,,3.208791208791209,,3.208791208791209,,100,
2019Q3,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,169,,169,,1.8369565217391304,,1.8369565217391304,,100,
2019Q3,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,169,,169,,1.8369565217391304,,1.8369565217391304,,100,
2019Q4,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,94,,94,,1.0217391304347827,,1.0217391304347827,,100,
2019Q4,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,94,,94,,1.0217391304347827,,1.0217391304347827,,100,
2020Q1,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,92,,92,,1.010989010989011,,1.010989010989011,,100,
2020Q1,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,92,,92,,1.010989010989011,,1.010989010989011,,100,
2020Q2,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,45,,45,,0.4945054945054945,,0.4945054945054945,,100,
2020Q2,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,45,,45,,0.4945054945054945,,0.4945054945054945,,100,
2020Q3,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,16,,16,,0.17391304347826086,,0.17391304347826086,,100,
2020Q3,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,16,,16,,0.17391304347826086,,0.17391304347826086,,100,
2020Q4,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,52,,52,,0.5652173913043478,,0.5652173913043478,,100,
2020Q4,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,52,,52,,0.5652173913043478,,0.5652173913043478,,100,
2021Q1,,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,127,,127,,1.4111111111111112,,1.4111111111111112,,100,
2021Q1,,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,127,,127,,1.4111111111111112,,1.4111111111111112,,100,
2021Q2,p,S08000019,,V217H,,A8,,Endocrinology & Diabetes,,57,,57,,0.6263736263736264,,0.6263736263736264,,100,
2021Q2,p,S08000019,,S08000019,d,A8,,Endocrinology & Diabetes,,57,,57,,0.6263736263736264,,0.6263736263736264,,100,
2019Q2,,S08000019,,V217H,,G3,,Forensic Psychiatry,,3,,3,,0.03296703296703297,,0.03296703296703297,,100,
2019Q2,,S08000019,,S08000019,d,G3,,Forensic Psychiatry,,3,,3,,0.03296703296703297,,0.03296703296703297,,100,
2019Q3,,S08000019,,S08000019,d,G3,,Forensic Psychiatry,,80,,80,,0.8695652173913043,,0.8695652173913043,,100,
2019Q4,,S08000019,,S08000019,d,G3,,Forensic Psychiatry,,92,,92,,1,,1,,100,
2020Q1,,S08000019,,S08000019,d,G3,,Forensic Psychiatry,,15,,15,,0.16483516483516483,,0.16483516483516483,,100,
2020Q3,,S08000019,,S08000019,d,G3,,Forensic Psychiatry,,13,,13,,0.14130434782608697,,0.14130434782608697,,100,
2020Q4,,S08000019,,S08000019,d,G3,,Forensic Psychiatry,,92,,92,,1,,1,,100,
2021Q1,,S08000019,,S08000019,d,G3,,Forensic Psychiatry,,90,,90,,1,,1,,100,
2021Q2,p,S08000019,,S08000019,d,G3,,Forensic Psychiatry,,69,,69,,0.7582417582417582,,0.7582417582417582,,100,
2016Q2,,S08000019,,V217H,,A9,,Gastroenterology,,607,,494,,6.670329670329671,,5.428571428571429,,81.38385502471169,
2016Q2,,S08000019,,S08000019,d,A9,,Gastroenterology,,607,,494,,6.670329670329671,,5.428571428571429,,81.38385502471169,
2016Q3,,S08000019,,V217H,,A9,,Gastroenterology,,801,,599,,8.706521739130435,,6.510869565217392,,74.78152309612983,
2016Q3,,S08000019,,S08000019,d,A9,,Gastroenterology,,801,,599,,8.706521739130435,,6.510869565217392,,74.78152309612983,
2016Q4,,S08000019,,V217H,,A9,,Gastroenterology,,597,,436,,6.489130434782608,,4.739130434782608,,73.03182579564489,
2016Q4,,S08000019,,S08000019,d,A9,,Gastroenterology,,597,,436,,6.489130434782608,,4.739130434782608,,73.03182579564489,
2017Q1,,S08000019,,V217H,,A9,,Gastroenterology,,524,,378,,5.822222222222222,,4.2,,72.13740458015268,
2017Q1,,S08000019,,S08000019,d,A9,,Gastroenterology,,535,,389,,5.944444444444445,,4.322222222222222,,72.71028037383176,
2017Q2,,S08000019,,V217H,,A9,,Gastroenterology,,437,,314,,4.802197802197802,,3.4505494505494507,,71.85354691075516,
2017Q2,,S08000019,,S08000019,d,A9,,Gastroenterology,,437,,314,,4.802197802197802,,3.4505494505494507,,71.85354691075516,
2017Q3,,S08000019,,V217H,,A9,,Gastroenterology,,705,,398,,7.663043478260869,,4.326086956521739,,56.45390070921986,
2017Q3,,S08000019,,S08000019,d,A9,,Gastroenterology,,705,,398,,7.663043478260869,,4.326086956521739,,56.45390070921986,
2017Q4,,S08000019,,V217H,,A9,,Gastroenterology,,537,,319,,5.836956521739131,,3.467391304347826,,59.40409683426443,
2017Q4,,S08000019,,S08000019,d,A9,,Gastroenterology,,537,,319,,5.836956521739131,,3.467391304347826,,59.40409683426443,
2018Q1,,S08000019,,V217H,,A9,,Gastroenterology,,388,,232,,4.311111111111111,,2.577777777777778,,59.7938144329897,
2018Q1,,S08000019,,S08000019,d,A9,,Gastroenterology,,388,,232,,4.311111111111111,,2.577777777777778,,59.7938144329897,
2018Q2,,S08000019,,V217H,,A9,,Gastroenterology,,670,,435,,7.362637362637362,,4.78021978021978,,64.92537313432835,
2018Q2,,S08000019,,S08000019,d,A9,,Gastroenterology,,670,,435,,7.362637362637362,,4.78021978021978,,64.92537313432835,
2018Q3,,S08000019,,V217H,,A9,,Gastroenterology,,747,,521,,8.119565217391305,,5.663043478260869,,69.74564926372155,
2018Q3,,S08000019,,S08000019,d,A9,,Gastroenterology,,747,,521,,8.119565217391305,,5.663043478260869,,69.74564926372155,
2018Q4,,S08000019,,V217H,,A9,,Gastroenterology,,559,,429,,6.076086956521739,,4.663043478260869,,76.74418604651162,
2018Q4,,S08000019,,S08000019,d,A9,,Gastroenterology,,559,,429,,6.076086956521739,,4.663043478260869,,76.74418604651162,
2019Q1,,S08000019,,V217H,,A9,,Gastroenterology,,378,,221,,4.2,,2.4555555555555557,,58.46560846560847,
2019Q1,,S08000019,,S08000019,d,A9,,Gastroenterology,,378,,221,,4.2,,2.4555555555555557,,58.46560846560847,
2019Q2,,S08000019,,V217H,,A9,,Gastroenterology,,982,,796,,10.791208791208792,,8.747252747252746,,81.0590631364562,
2019Q2,,S08000019,,S08000019,d,A9,,Gastroenterology,,982,,796,,10.791208791208792,,8.747252747252746,,81.0590631364562,
2019Q3,,S08000019,,V217H,,A9,,Gastroenterology,,1327,,1165,,14.423913043478262,,12.66304347826087,,87.79201205727205,
2019Q3,,S08000019,,S08000019,d,A9,,Gastroenterology,,1327,,1165,,14.423913043478262,,12.66304347826087,,87.79201205727205,
2019Q4,,S08000019,,V217H,,A9,,Gastroenterology,,2041,,1866,,22.184782608695652,,20.282608695652176,,91.42577168054876,
2019Q4,,S08000019,,S08000019,d,A9,,Gastroenterology,,2097,,1922,,22.793478260869566,,20.89130434782609,,91.654744873629,
2020Q1,,S08000019,,V217H,,A9,,Gastroenterology,,2533,,2318,,27.835164835164836,,25.47252747252747,,91.51204105803394,
2020Q1,,S08000019,,S08000019,d,A9,,Gastroenterology,,2549,,2334,,28.01098901098901,,25.64835164835165,,91.56531973322872,
2020Q2,,S08000019,,V217H,,A9,,Gastroenterology,,1977,,1249,,21.725274725274726,,13.725274725274724,,63.1765300961052,
2020Q2,,S08000019,,S08000019,d,A9,,Gastroenterology,,1977,,1249,,21.725274725274726,,13.725274725274724,,63.1765300961052,
2020Q3,,S08000019,,V217H,,A9,,Gastroenterology,,1698,,1252,,18.456521739130434,,13.608695652173912,,73.73380447585394,
2020Q3,,S08000019,,S08000019,d,A9,,Gastroenterology,,1702,,1256,,18.5,,13.652173913043478,,73.79553466509988,
2020Q4,,S08000019,,V217H,,A9,,Gastroenterology,,1869,,1587,,20.315217391304348,,17.25,,84.91171749598716,
2020Q4,,S08000019,,S08000019,d,A9,,Gastroenterology,,1870,,1588,,20.32608695652174,,17.26086956521739,,84.91978609625669,
2021Q1,,S08000019,,V217H,,A9,,Gastroenterology,,1643,,1432,,18.255555555555556,,15.911111111111111,,87.15763846622032,
2021Q1,,S08000019,,S08000019,d,A9,,Gastroenterology,,1733,,1522,,19.255555555555556,,16.91111111111111,,87.82458165031737,
2021Q2,p,S08000019,,V217H,,A9,,Gastroenterology,,1662,,1491,,18.263736263736263,,16.384615384615383,,89.71119133574007,
2021Q2,p,S08000019,,S08000019,d,A9,,Gastroenterology,,1670,,1499,,18.35164835164835,,16.47252747252747,,89.76047904191617,
2016Q2,,S08000019,,V217H,,A1,,General Medicine,,14853,,13949,,163.21978021978023,,153.28571428571428,,93.91368747054466,
2016Q2,,S08000019,,S08000019,d,A1,,General Medicine,,14980,,14076,,164.6153846153846,,154.6813186813187,,93.9652870493992,
2016Q3,,S08000019,,V217H,,A1,,General Medicine,,13422,,11942,,145.8913043478261,,129.80434782608697,,88.97332737296976,
2016Q3,,S08000019,,S08000019,d,A1,,General Medicine,,13510,,12030,,146.84782608695653,,130.7608695652174,,89.04515173945227,
2016Q4,,S08000019,,V217H,,A1,,General Medicine,,13775,,12395,,149.72826086956522,,134.72826086956522,,89.98185117967333,
2016Q4,,S08000019,,S08000019,d,A1,,General Medicine,,13832,,12452,,150.34782608695653,,135.34782608695653,,90.02313475997687,
2017Q1,,S08000019,,V217H,,A1,,General Medicine,,14117,,13228,,156.85555555555555,,146.9777777777778,,93.70262803711836,
2017Q1,,S08000019,,S08000019,d,A1,,General Medicine,,14169,,13280,,157.43333333333334,,147.55555555555554,,93.72573928999928,
2017Q2,,S08000019,,V217H,,A1,,General Medicine,,14759,,13428,,162.1868131868132,,147.56043956043956,,90.98177383291552,
2017Q2,,S08000019,,S08000019,d,A1,,General Medicine,,15021,,13690,,165.06593406593407,,150.43956043956044,,91.13907196591438,
2017Q3,,S08000019,,V217H,,A1,,General Medicine,,15466,,14080,,168.1086956521739,,153.04347826086956,,91.03840682788052,
2017Q3,,S08000019,,S08000019,d,A1,,General Medicine,,15631,,14245,,169.90217391304347,,154.83695652173913,,91.13300492610836,
2017Q4,,S08000019,,V217H,,A1,,General Medicine,,14979,,14407,,162.81521739130434,,156.59782608695653,,96.1813205153882,
2017Q4,,S08000019,,S08000019,d,A1,,General Medicine,,15106,,14534,,164.19565217391303,,157.97826086956522,,96.21342512908778,
2018Q1,,S08000019,,V217H,,A1,,General Medicine,,15575,,13774,,173.05555555555554,,153.04444444444445,,88.43659711075442,
2018Q1,,S08000019,,S08000019,d,A1,,General Medicine,,15718,,13917,,174.64444444444445,,154.63333333333333,,88.54179921109555,
2018Q2,,S08000019,,V217H,,A1,,General Medicine,,17681,,13866,,194.2967032967033,,152.37362637362637,,78.4231661105141,
2018Q2,,S08000019,,S08000019,d,A1,,General Medicine,,17731,,13916,,194.84615384615384,,152.92307692307693,,78.48401105408607,
2018Q3,,S08000019,,V217H,,A1,,General Medicine,,17113,,15339,,186.0108695652174,,166.72826086956522,,89.6336118740139,
2018Q3,,S08000019,,S08000019,d,A1,,General Medicine,,17180,,15406,,186.7391304347826,,167.45652173913044,,89.67403958090804,
2018Q4,,S08000019,,V217H,,A1,,General Medicine,,19156,,16844,,208.2173913043478,,183.08695652173913,,87.93067446230947,
2018Q4,,S08000019,,S08000019,d,A1,,General Medicine,,19264,,16952,,209.3913043478261,,184.2608695652174,,87.99833887043191,
2019Q1,,S08000019,,V217H,,A1,,General Medicine,,21028,,17950,,233.64444444444445,,199.44444444444449,,85.36237397755374,
2019Q1,,S08000019,,S08000019,d,A1,,General Medicine,,21172,,18094,,235.24444444444444,,201.04444444444445,,85.46193085206878,
2019Q2,,S08000019,,V217H,,A1,,General Medicine,,19417,,13699,,213.37362637362637,,150.53846153846155,,70.55157851367359,
2019Q2,,S08000019,,S08000019,d,A1,,General Medicine,,20946,,13825,,230.17582417582415,,151.92307692307693,,66.00305547598587,
2019Q3,,S08000019,,V217H,,A1,,General Medicine,,21897,,13729,,238.0108695652174,,149.22826086956522,,62.69808649586701,
2019Q3,,S08000019,,S08000019,d,A1,,General Medicine,,24147,,13863,,262.4673913043478,,150.68478260869566,,57.410858491738104,
2019Q4,,S08000019,,V217H,,A1,,General Medicine,,20738,,14335,,225.41304347826087,,155.81521739130434,,69.12431285562735,
2019Q4,,S08000019,,S08000019,d,A1,,General Medicine,,22934,,14415,,249.2826086956522,,156.68478260869566,,62.854277491933374,
2020Q1,,S08000019,,V217H,,A1,,General Medicine,,21068,,14293,,231.5164835164835,,157.06593406593407,,67.8422251756218,
2020Q1,,S08000019,,S08000019,d,A1,,General Medicine,,22670,,14473,,249.12087912087912,,159.04395604395606,,63.84208204675783,
2020Q2,,S08000019,,V217H,,A1,,General Medicine,,23310,,9947,,256.15384615384613,,109.3076923076923,,42.672672672672675,
2020Q2,,S08000019,,S08000019,d,A1,,General Medicine,,26419,,10256,,290.31868131868134,,112.7032967032967,,38.82054581929671,
2020Q3,,S08000019,,V217H,,A1,,General Medicine,,19258,,12211,,209.32608695652175,,132.72826086956522,,63.40741510021809,
2020Q3,,S08000019,,S08000019,d,A1,,General Medicine,,22357,,12781,,243.0108695652174,,138.92391304347825,,57.16777742988772,
2020Q4,,S08000019,,V217H,,A1,,General Medicine,,19103,,13893,,207.6413043478261,,151.0108695652174,,72.72679683819295,
2020Q4,,S08000019,,S08000019,d,A1,,General Medicine,,22070,,14331,,239.8913043478261,,155.77173913043478,,64.93429995468962,
2021Q1,,S08000019,,V217H,,A1,,General Medicine,,21423,,15626,,238.03333333333333,,173.62222222222223,,72.94029781076415,
2021Q1,,S08000019,,S08000019,d,A1,,General Medicine,,24218,,16004,,269.0888888888889,,177.82222222222222,,66.08307870179205,
2021Q2,p,S08000019,,V217H,,A1,,General Medicine,,19927,,14284,,218.978021978022,,156.96703296703296,,71.68163797862196,
2021Q2,p,S08000019,,S08000019,d,A1,,General Medicine,,22044,,14569,,242.24175824175825,,160.0989010989011,,66.09054618036654,
2016Q2,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,4921,,4166,,54.07692307692308,,45.78021978021978,,84.65758992074781,
2016Q2,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,10930,,8412,,120.10989010989012,,92.43956043956044,,76.96248856358645,
2016Q3,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,4961,,4134,,53.92391304347826,,44.93478260869565,,83.32997379560572,
2016Q3,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11033,,8415,,119.92391304347828,,91.46739130434784,,76.27118644067797,
2016Q4,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,5020,,3913,,54.56521739130435,,42.53260869565217,,77.94820717131473,
2016Q4,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11129,,8377,,120.96739130434784,,91.05434782608695,,75.27181238206488,
2017Q1,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,4866,,3913,,54.06666666666667,,43.477777777777774,,80.4151253596383,
2017Q1,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,10928,,8274,,121.42222222222222,,91.93333333333334,,75.71376281112738,
2017Q2,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,4928,,3958,,54.15384615384615,,43.494505494505496,,80.31655844155846,
2017Q2,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11025,,8094,,121.15384615384616,,88.94505494505495,,73.41496598639455,
2017Q3,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,4954,,3951,,53.84782608695652,,42.94565217391305,,79.7537343560759,
2017Q3,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11118,,7945,,120.84782608695652,,86.3586956521739,,71.46069436949092,
2017Q4,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,5026,,4143,,54.630434782608695,,45.03260869565217,,82.43135694389177,
2017Q4,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11581,,8406,,125.8804347826087,,91.3695652173913,,72.58440549175373,
2018Q1,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,4876,,4234,,54.17777777777778,,47.04444444444445,,86.83347005742412,
2018Q1,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11356,,8306,,126.17777777777778,,92.28888888888888,,73.14195139133498,
2018Q2,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,5145,,4056,,56.53846153846154,,44.57142857142857,,78.83381924198251,
2018Q2,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11697,,8189,,128.53846153846155,,89.98901098901099,,70.00940412071472,
2018Q3,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,4988,,4032,,54.21739130434783,,43.82608695652174,,80.83400160384923,
2018Q3,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11708,,8406,,127.2608695652174,,91.3695652173913,,71.79706183805943,
2018Q4,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,4922,,4240,,53.5,,46.08695652173913,,86.14384396586755,
2018Q4,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11546,,8343,,125.5,,90.68478260869566,,72.25879092326348,
2019Q1,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,4863,,3980,,54.03333333333333,,44.22222222222222,,81.84248406333539,
2019Q1,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11343,,8224,,126.03333333333332,,91.37777777777778,,72.50286520320903,
2019Q2,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,8440,,3548,,92.74725274725274,,38.989010989010985,,42.03791469194312,
2019Q2,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,14748,,7775,,162.06593406593407,,85.43956043956044,,52.71901274749118,
2019Q3,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,10314,,3716,,112.1086956521739,,40.391304347826086,,36.02869885592399,
2019Q3,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,16490,,7676,,179.2391304347826,,83.43478260869566,,46.54942389326865,
2019Q4,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,10404,,3769,,113.08695652173913,,40.96739130434783,,36.22645136485968,
2019Q4,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,16568,,7476,,180.08695652173913,,81.26086956521739,,45.123128923225494,
2020Q1,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,10204,,3468,,112.13186813186812,,38.10989010989011,,33.986671893375146,
2020Q1,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,16377,,6979,,179.96703296703296,,76.6923076923077,,42.61464248641387,
2020Q2,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,6803,,3259,,74.75824175824175,,35.81318681318681,,47.90533588122887,
2020Q2,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,12991,,7228,,142.75824175824175,,79.42857142857143,,55.63851897467478,
2020Q3,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,5099,,3594,,55.42391304347826,,39.06521739130435,,70.48440870758974,
2020Q3,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11342,,7561,,123.28260869565216,,82.18478260869566,,66.66372773761242,
2020Q4,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,5048,,3799,,54.869565217391305,,41.29347826086956,,75.25752773375594,
2020Q4,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11243,,7621,,122.20652173913044,,82.83695652173913,,67.78439918171306,
2021Q1,,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,4963,,3499,,55.144444444444446,,38.87777777777778,,70.50171267378602,
2021Q1,,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,10957,,6959,,121.74444444444444,,77.32222222222222,,63.51191019439628,
2021Q2,p,S08000019,,V217H,,G1,,General Psychiatry (Mental Illness),,5144,,3740,,56.527472527472526,,41.0989010989011,,72.70606531881805,
2021Q2,p,S08000019,,S08000019,d,G1,,General Psychiatry (Mental Illness),,11263,,7610,,123.76923076923076,,83.62637362637362,,67.56636775281896,
2016Q2,,S08000019,,V217H,,C1,,General Surgery,,5563,,4999,,61.13186813186813,,54.934065934065934,,89.86158547546287,
2016Q2,,S08000019,,S08000019,d,C1,,General Surgery,,5581,,5015,,61.32967032967033,,55.10989010989011,,89.858448306755065,
2016Q3,,S08000019,,V217H,,C1,,General Surgery,,6142,,5392,,66.76086956521739,,58.608695652173914,,87.7889938130902,
2016Q3,,S08000019,,S08000019,d,C1,,General Surgery,,6142,,5392,,66.76086956521739,,58.608695652173914,,87.7889938130902,
2016Q4,,S08000019,,V217H,,C1,,General Surgery,,5927,,5379,,64.42391304347827,,58.46739130434783,,90.75417580563524,
2016Q4,,S08000019,,S08000019,d,C1,,General Surgery,,5927,,5379,,64.42391304347827,,58.46739130434783,,90.75417580563524,
2017Q1,,S08000019,,V217H,,C1,,General Surgery,,6167,,5406,,68.52222222222223,,60.06666666666667,,87.66012647964975,
2017Q1,,S08000019,,S08000019,d,C1,,General Surgery,,6215,,5454,,69.05555555555556,,60.6,,87.75543041029766,
2017Q2,,S08000019,,V217H,,C1,,General Surgery,,6433,,5751,,70.6923076923077,,63.1978021978022,,89.3984144256179,
2017Q2,,S08000019,,S08000019,d,C1,,General Surgery,,6557,,5873,,72.05494505494505,,64.53846153846153,,89.56840018301052,
2017Q3,,S08000019,,V217H,,C1,,General Surgery,,6184,,5192,,67.21739130434783,,56.43478260869565,,83.95860284605433,
2017Q3,,S08000019,,S08000019,d,C1,,General Surgery,,6188,,5196,,67.26086956521739,,56.47826086956522,,83.96897220426632,
2017Q4,,S08000019,,V217H,,C1,,General Surgery,,5709,,5183,,62.05434782608695,,56.33695652173913,,90.7864774916798,
2017Q4,,S08000019,,S08000019,d,C1,,General Surgery,,5709,,5183,,62.05434782608695,,56.33695652173913,,90.7864774916798,
2018Q1,,S08000019,,V217H,,C1,,General Surgery,,5483,,4995,,60.922222222222224,,55.5,,91.09976290351996,
2018Q1,,S08000019,,S08000019,d,C1,,General Surgery,,5483,,4995,,60.922222222222224,,55.5,,91.09976290351996,
2018Q2,,S08000019,,V217H,,C1,,General Surgery,,6553,,5014,,72.01098901098901,,55.0989010989011,,76.51457347779643,
2018Q2,,S08000019,,S08000019,d,C1,,General Surgery,,6575,,5036,,72.25274725274726,,55.34065934065934,,76.59315589353612,
2018Q3,,S08000019,,V217H,,C1,,General Surgery,,5964,,5413,,64.82608695652173,,58.83695652173913,,90.76123407109324,
2018Q3,,S08000019,,S08000019,d,C1,,General Surgery,,6002,,5413,,65.23913043478261,,58.83695652173913,,90.18660446517828,
2018Q4,,S08000019,,V217H,,C1,,General Surgery,,5931,,5511,,64.46739130434783,,59.90217391304348,,92.91856348002024,
